N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD, LATITUD
02-2012-1130,L'EIXAMPLE,Sant Antoni,C,ROCAFORT,2,8,,,,,,,3,2,2.15830534,41.37565719
02-2012-1152,L'EIXAMPLE,la Dreta de l'Eixample,C,VALENCIA,1,355,,,,,,,3,2,2.17041724,41.39817824
06-2012-0413,GRACIA,la Vila de Gràcia,C,ESCORIAL,1,11,,13,,,,,4,1,2.16212556,41.40627339
06-2012-0303,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,INDUSTRIA,1,81,,,,,,,3,1,2.16912087,41.40571888
02-2012-0831,L'EIXAMPLE,la Dreta de l'Eixample,C,BRUC,1,55,,,,,,,PR,1A,2.17107107,41.39301723
02-2012-0832,L'EIXAMPLE,la Dreta de l'Eixample,C,BRUC,1,55,,,,,,B,2,1,2.17107107,41.39301723
02-2012-0834,L'EIXAMPLE,la Dreta de l'Eixample,C,BRUC,1,55,,,,,,A,2,1,2.17107107,41.39301723
02-2012-0836,L'EIXAMPLE,la Dreta de l'Eixample,C,BRUC,1,55,,,,,,B,3,2,2.17107107,41.39301723
02-2012-0838,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,309,,,,,,,EN,1,2.17024102,41.39294043
03-2012-0279,SANTS-MONTJUÏC,Sants,C,MIRACLE,1,19,,,,,,,1,D,2.13339085,41.37683823
02-2012-1096,L'EIXAMPLE,la Dreta de l'Eixample,C,BRUC,2,42,,44,,,,,4,D,2.17305639,41.39179568
02-2012-1360,L'EIXAMPLE,la Dreta de l'Eixample,AV,DIAGONAL,2,354,,,,,,,1,2,2.17232047,41.39998109
02-2012-1361,L'EIXAMPLE,la Dreta de l'Eixample,C,PAU CLARIS,2,76,,,,,,,AT,1,2.17164818,41.38945381
02-2012-1365,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,2,56,,,,,,,2,3,2.17386095,41.39460391
03-2012-0289,SANTS-MONTJUÏC,el Poble Sec,C,TEODOR BONAPLATA,2,6,,,,,,,1,2,2.15898426,41.37448069
03-2012-0291,SANTS-MONTJUÏC,el Poble Sec,C,TEODOR BONAPLATA,2,6,,,,,,,1,1,2.15898426,41.37448069
06-2012-0460,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,SECRETARI COLOMA,1,57,,,,,,,EN,1B,2.16331959,41.40903011
06-2012-0461,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,SECRETARI COLOMA,1,57,,,,,,,5,3,2.16331959,41.40903011
06-2012-0462,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,SECRETARI COLOMA,1,57,,,,,,,5,4,2.16331959,41.40903011
04-2012-0219,LES CORTS,les Corts,C,TAQUIGRAF GARRIGA,2,34,,,,,,,2,1,2.13319162,41.38656692
05-2012-0465,SARRIA-SANT GERVASI,el Putxet i el Farró,C,SANT MAGI,2,24,,,,,,,1,2,2.14844987,41.40529505
05-2012-0468,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,GANDUXER,2,50,,,,,,,4,2,2.13687260,41.39598472
10-2012-0492,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PG,GARCIA FARIA,1,75,,,,,,A,2,4,2.21532312,41.40496996
10-2012-0569,SANT MARTI,la Vila Olímpica del Poblenou,C,SALVADOR ESPRIU,1,25,,,,,,,6,1,2.19629499,41.38863418
02-2013-1030,L'EIXAMPLE,la Dreta de l'Eixample,RDA,SANT PERE,1,35,,,,,,,PR,,2.17603775,41.39034905
10-2012-0415,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,315,,,,,,,6,4,2.18155498,41.40903680
10-2012-0416,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,319,,,,,,,4,,2.18136772,41.40917939
10-2012-0417,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,319,,,,,,,3,,2.18136772,41.40917939
10-2012-0418,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,319,,,,,,,2,,2.18136772,41.40917939
10-2012-0419,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,319,,,,,,,1,,2.18136772,41.40917939
10-2012-0370,SANT MARTI,la Vila Olímpica del Poblenou,C,SALVADOR ESPRIU,1,37,,,,,,,3,1,2.19725177,41.38935154
02-2012-1172,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,105,,,,,,,5,2,2.15931761,41.37972842
02-2012-1264,L'EIXAMPLE,la Dreta de l'Eixample,C,AUSIAS MARC,1,13,,,,,,,3,4,2.17414404,41.39037909
06-2012-0389,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,PARE LAINEZ,1,55,,,,,,,3,2,2.16683174,41.40796507
06-2012-0390,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,PARE LAINEZ,1,55,,,,,,,2,1,2.16683174,41.40796507
02-2012-1527,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,312,,,,,,,1,2,2.16858737,41.39473960
02-2012-1528,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,312,,,,,,,2,1,2.16858737,41.39473960
01-2012-0521,CIUTAT VELLA,el Barri Gòtic,C,AVINYO,2,58,,,,,,,3,1A,2.17928937,41.38018913
01-2012-0522,CIUTAT VELLA,el Barri Gòtic,C,BOT,1,11,,,,,,,3,2,2.17214404,41.38395057
01-2012-0523,CIUTAT VELLA,la Barceloneta,C,PESCADORS,1,85,,,,,,,3,2,2.18997432,41.37618080
01-2012-0524,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,TRAFALGAR,2,70,,,,,,,4,C,2.17885226,41.39056494
02-2012-1520,L'EIXAMPLE,Sant Antoni,G.V.,CORTS CATALANES,2,460,,,,,,,4,1A,2.15500386,41.37912094
02-2012-1521,L'EIXAMPLE,Sant Antoni,G.V.,CORTS CATALANES,2,460,,,,,,,5,1A,2.15500386,41.37912094
02-2012-1522,L'EIXAMPLE,Sant Antoni,G.V.,CORTS CATALANES,2,460,,,,,,,5,1B,2.15500386,41.37912094
10-2012-0338,SANT MARTI,el Camp de l'Arpa del Clot,C,CORSEGA,1,703,,,,,,,BJ,3,2.18056663,41.41267590
10-2012-0340,SANT MARTI,el Camp de l'Arpa del Clot,C,CORSEGA,1,703,,,,,,,EN,1,2.18056663,41.41267590
10-2012-0342,SANT MARTI,el Camp de l'Arpa del Clot,C,CORSEGA,1,703,,,,,,,PR,2,2.18056663,41.41267590
10-2012-0344,SANT MARTI,el Camp de l'Arpa del Clot,C,CORSEGA,1,703,,,,,,,2,1,2.18056663,41.41267590
10-2012-0346,SANT MARTI,el Camp de l'Arpa del Clot,C,CORSEGA,1,703,,,,,,,2,3,2.18056663,41.41267590
10-2012-0347,SANT MARTI,el Camp de l'Arpa del Clot,C,CORSEGA,1,703,,,,,,,3,1,2.18056663,41.41267590
10-2012-0348,SANT MARTI,el Camp de l'Arpa del Clot,C,CORSEGA,1,703,,,,,,,3,3,2.18056663,41.41267590
10-2012-0349,SANT MARTI,el Camp de l'Arpa del Clot,C,CORSEGA,1,703,,,,,,,3,4,2.18056663,41.41267590
02-2012-0843,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,CALABRIA,2,130,,,,,,,3,1,2.15332268,41.38112570
02-2012-1637,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AV,SARRIA,1,33,,,,,,,PR,4,2.14470279,41.39021140
02-2012-1638,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,G.V.,CORTS CATALANES,1,571,,,,,,,PR,1,2.16197094,41.38501472
02-2012-1639,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,PARIS,2,202,,,,,,,PR,2,2.15442534,41.39439213
10-2012-0601,SANT MARTI,la Vila Olímpica del Poblenou,C,ARQUITECTE SERT,2,14,,,,,,,3,1,2.19873426,41.39141058
10-2012-0378,SANT MARTI,la Vila Olímpica del Poblenou,AV,ICARIA,1,137,,,,,,,1,2,2.19587637,41.39052621
02-2012-0971,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,2,98,,,,,,,PR,2,2.15844349,41.38065986
06-2012-0356,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,HIPOLIT LAZARO,1,19,,,,,,E,3,3,2.16424126,41.40671901
05-2012-0286,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALLESTER,2,46,,,,,,,1,1,2.14689970,41.40771588
05-2012-0287,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALLESTER,2,46,,,,,,,1,2,2.14689970,41.40771588
05-2012-0288,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALLESTER,2,46,,,,,,,1,3,2.14689970,41.40771588
05-2012-0289,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALLESTER,2,46,,,,,,,1,4,2.14689970,41.40771588
05-2012-0290,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALLESTER,2,46,,,,,,,1,5,2.14689970,41.40771588
05-2012-0291,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALLESTER,2,46,,,,,,,1,6,2.14689970,41.40771588
02-2012-0857,L'EIXAMPLE,la Sagrada Família,C,PROVENÇA,1,529,,,,,,,AT,2,2.17922402,41.40814512
05-2012-0282,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALLESTER,2,46,,,,,,,BJ,2,2.14689970,41.40771588
05-2012-0283,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALLESTER,2,46,,,,,,,BJ,3,2.14689970,41.40771588
05-2012-0284,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALLESTER,2,46,,,,,,,BJ,4,2.14689970,41.40771588
10-2012-0363,SANT MARTI,el Clot,C,ESPRONCEDA,1,293,,,,,,,AT,1,2.19297895,41.41397796
06-2012-0366,GRACIA,el Camp d'en Grassot i Gràcia Nova,TRAV,GRACIA,1,343,,,,,,,BJ,,2.16742456,41.40748622
06-2012-0367,GRACIA,el Camp d'en Grassot i Gràcia Nova,TRAV,GRACIA,1,343,,,,,,,1,1,2.16742456,41.40748622
06-2012-0368,GRACIA,el Camp d'en Grassot i Gràcia Nova,TRAV,GRACIA,1,343,,,,,,,1,2,2.16742456,41.40748622
06-2012-0369,GRACIA,el Camp d'en Grassot i Gràcia Nova,TRAV,GRACIA,1,343,,,,,,,2,1,2.16742456,41.40748622
06-2012-0370,GRACIA,el Camp d'en Grassot i Gràcia Nova,TRAV,GRACIA,1,343,,,,,,,2,2,2.16742456,41.40748622
02-2012-0894,L'EIXAMPLE,la Sagrada Família,PTGE,UREÑA,1,9,,,,,,,BJ,,2.17663340,41.41007247
02-2012-0895,L'EIXAMPLE,el Fort Pienc,AV,DIAGONAL,1,283,,,,,,,1,2,2.17631888,41.40050068
06-2012-0328,GRACIA,la Salut,C,SARDENYA,1,555,,,,,,,6,2,2.16157947,41.41299049
09-2012-0270,SANT ANDREU,la Sagrera,C,CORTIT,1,11,,19,,,,,BJ,2,2.18976242,41.42563512
09-2012-0271,SANT ANDREU,la Sagrera,C,CORTIT,1,11,,19,,,,,BJ,3,2.18976242,41.42563512
09-2012-0272,SANT ANDREU,Sant Andreu,C,CASTELLBELL,1,25,,29,,,,2,1,1,2.18588568,41.43364980
09-2012-0273,SANT ANDREU,Sant Andreu,C,CASTELLBELL,1,25,,29,,,,2,2,1,2.18588568,41.43364980
06-2012-0499,GRACIA,la Salut,C,CA L'ALEGRE DE DALT,2,112,,,,,,,1,1,2.15842512,41.41212932
06-2012-0500,GRACIA,la Salut,C,CA L'ALEGRE DE DALT,2,112,,,,,,,1,2,2.15842512,41.41212932
06-2012-0501,GRACIA,la Salut,C,CA L'ALEGRE DE DALT,2,112,,,,,,,1,3,2.15842512,41.41212932
06-2012-0502,GRACIA,la Salut,C,CA L'ALEGRE DE DALT,2,112,,,,,,,1,4,2.15842512,41.41212932
06-2012-0503,GRACIA,la Salut,C,CA L'ALEGRE DE DALT,2,112,,,,,,,1,5,2.15842512,41.41212932
06-2012-0504,GRACIA,la Salut,C,CA L'ALEGRE DE DALT,2,112,,,,,,,1,6,2.15842512,41.41212932
06-2012-0505,GRACIA,la Salut,C,CA L'ALEGRE DE DALT,2,112,,,,,,,1,7,2.15842512,41.41212932
03-2012-0416,SANTS-MONTJUÏC,el Poble Sec,C,ELKANO,2,16,,,,,,,1,1,2.16502728,41.37261988
03-2012-0417,SANTS-MONTJUÏC,Sants,C,JACQUARD,2,14,,18,,,,,1,1,2.13430039,41.37776740
04-2012-0166,LES CORTS,la Maternitat i Sant Ramon,TRAV,CORTS,2,100,,,,,,,1,3,2.12452387,41.37977312
02-2012-0786,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ARIBAU,2,46,,,,,,,2,1,2.16032581,41.38777782
02-2012-1573,L'EIXAMPLE,la Sagrada Família,C,PADILLA,1,219,,,,,,,4,1,2.17934122,41.40390878
02-2012-1577,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,MALLORCA,2,152,,,,,,,3,2,2.15467059,41.38775534
02-2012-1324,L'EIXAMPLE,la Sagrada Família,C,CASTILLEJOS,2,332,,,,,,,2,4,2.17384091,41.41005379
06-2012-0486,GRACIA,la Vila de Gràcia,C,FERRER DE BLANES,2,14,,,,,,,3,2,2.15883173,41.39880931
05-2012-0469,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,GANDUXER,2,50,,,,,,,4,3,2.13687260,41.39598472
05-2012-0470,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,GANDUXER,2,50,,,,,,,4,4,2.13687260,41.39598472
05-2012-0471,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,GANDUXER,2,50,,,,,,,5,1,2.13687260,41.39598472
05-2012-0472,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,GANDUXER,2,50,,,,,,,5,2,2.13687260,41.39598472
05-2012-0473,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,GANDUXER,2,50,,,,,,,5,3,2.13687260,41.39598472
05-2012-0474,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,GANDUXER,2,50,,,,,,,5,4,2.13687260,41.39598472
05-2012-0475,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,GANDUXER,2,50,,,,,,,6,1,2.13687260,41.39598472
02-2012-0901,L'EIXAMPLE,la Dreta de l'Eixample,C,BALMES,2,2,,4,,,,,5,4,2.16730701,41.38604879
02-2012-0902,L'EIXAMPLE,la Dreta de l'Eixample,RDA,UNIVERSITAT,1,35,,,,,,,3,3,2.16764052,41.38720437
02-2012-0903,L'EIXAMPLE,la Dreta de l'Eixample,C,ALI BEI,1,29,,,,,,,5,2,2.17856555,41.39200047
10-2012-0420,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,317,,,,,,,1,1,2.18145016,41.40911657
10-2012-0421,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,317,,,,,,,5,1,2.18145016,41.40911657
10-2012-0422,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,317,,,,,,,5,3,2.18145016,41.40911657
10-2012-0423,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,317,,,,,,,AT,3,2.18145016,41.40911657
10-2012-0537,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,317,,,,,,,2,3,2.18145016,41.40911657
02-2012-0944,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CASANOVA,2,212,,,,,,,1,2,2.15023442,41.39199375
02-2012-1227,L'EIXAMPLE,Sant Antoni,C,VILADOMAT,2,100,,,,,,,PR,1,2.15786067,41.37941622
03-2012-0346,SANTS-MONTJUÏC,Hostafrancs,C,ERMENGARDA,2,2,,,,,,,1,2,2.14122663,41.37594293
02-2012-1504,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,COMTE D'URGELL,2,106,,,,,,,3,,2.15663708,41.38379736
06-2012-0396,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,SARDENYA,1,337,,,,,,,6,2,2.17140040,41.40471021
02-2012-1141,L'EIXAMPLE,la Dreta de l'Eixample,C,VALENCIA,2,290,,,,,,,5,2,2.16503904,41.39385559
02-2012-1142,L'EIXAMPLE,la Dreta de l'Eixample,C,VALENCIA,2,290,,,,,,,5,3,2.16503904,41.39385559
02-2012-1395,L'EIXAMPLE,la Dreta de l'Eixample,C,ROGER DE FLOR,2,228,,,,,,,5,2,2.16955795,41.40128095
02-2012-1407,L'EIXAMPLE,la Sagrada Família,PTGE,SIMO,1,3,,,,,,,EN,1,2.17284066,41.40416438
02-2012-1408,L'EIXAMPLE,la Sagrada Família,PTGE,SIMO,1,3,,,,,,,1,2,2.17284066,41.40416438
02-2012-1412,L'EIXAMPLE,la Sagrada Família,PTGE,SIMO,1,3,,,,,,,AT,,2.17284066,41.40416438
10-2012-0532,SANT MARTI,la Vila Olímpica del Poblenou,C,SALVADOR ESPRIU,1,77,,,,,,,,,2.19991723,41.39133785
02-2012-1418,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,389,,,,,,,4,1,2.16996447,41.39443499
07-2012-0238,HORTA-GUINARDÓ,el Guinardó,C,VINYA,2,12,,,,,,,3,1,2.17815908,41.41809751
02-2012-1526,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,312,,,,,,,1,3,2.16858737,41.39473960
06-2012-0529,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,SANT ANTONI MARIA CLARET,1,3,,,,,,,1,4,2.16323041,41.40295289
02-2012-1030,L'EIXAMPLE,la Sagrada Família,C,ROSSELLO,1,449,,,,,,,2,2,2.17402044,41.40600987
02-2012-1031,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,CALABRIA,2,216,,218,,,,,EN,2,2.14800115,41.38514031
02-2012-1353,L'EIXAMPLE,Sant Antoni,AV,PARAL.LEL,2,180,,,,,,B,EN,1,2.15469843,41.37519253
02-2012-0814,L'EIXAMPLE,la Sagrada Família,C,MARINA,2,240,,,,,,,2,6,2.17715284,41.40256275
02-2012-1140,L'EIXAMPLE,la Dreta de l'Eixample,C,BRUC,1,25,,,,,,,2,3,2.17375530,41.39099316
06-2012-0315,GRACIA,la Vila de Gràcia,C,RAMON Y CAJAL,1,69,,71,,,,,1,1,2.16098859,41.40412378
06-2012-0316,GRACIA,la Vila de Gràcia,C,RAMON Y CAJAL,1,69,,71,,,,,1,2,2.16098859,41.40412378
06-2012-0317,GRACIA,la Vila de Gràcia,C,RAMON Y CAJAL,1,69,,71,,,,,1,3,2.16098859,41.40412378
06-2012-0318,GRACIA,la Vila de Gràcia,C,RAMON Y CAJAL,1,69,,71,,,,,1,4,2.16098859,41.40412378
02-2012-0869,L'EIXAMPLE,el Fort Pienc,C,ROGER DE FLOR,2,70,,,,,,,BJ,,2.18056921,41.39293347
02-2012-0870,L'EIXAMPLE,el Fort Pienc,C,ROGER DE FLOR,2,70,,,,,,,1,,2.18056921,41.39293347
02-2012-0871,L'EIXAMPLE,el Fort Pienc,C,ROGER DE FLOR,2,70,,,,,,,2,,2.18056921,41.39293347
02-2012-0872,L'EIXAMPLE,el Fort Pienc,C,ROGER DE FLOR,2,70,,,,,,,3,,2.18056921,41.39293347
02-2012-0873,L'EIXAMPLE,el Fort Pienc,C,ROGER DE FLOR,2,70,,,,,,,4,,2.18056921,41.39293347
02-2012-0874,L'EIXAMPLE,el Fort Pienc,C,ROGER DE FLOR,2,70,,,,,,,5,,2.18056921,41.39293347
09-2012-0274,SANT ANDREU,Sant Andreu,C,CASTELLBELL,1,25,,29,,,,2,BJ,1,2.18588568,41.43364980
02-2012-1097,L'EIXAMPLE,la Dreta de l'Eixample,C,BRUC,1,41,,,,,,,1,2,2.17259338,41.39186824
02-2012-1098,L'EIXAMPLE,la Dreta de l'Eixample,PG,GRACIA,2,88,,,,,,,7,B,2.16217813,41.39477839
02-2012-1099,L'EIXAMPLE,la Dreta de l'Eixample,PG,GRACIA,2,44,,,,,,,7,B,2.16597792,41.39172116
02-2012-1235,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,LONDRES,2,90,,,,,,,PR,1,2.15039849,41.39306090
02-2012-1252,L'EIXAMPLE,la Dreta de l'Eixample,RBLA,CATALUNYA,2,8,,,,,,,5,4,2.16801645,41.38793678
02-2012-1444,L'EIXAMPLE,la Sagrada Família,C,CARTAGENA,1,209,,,,,,,1,1,2.18123860,41.40580274
03-2012-0391,SANTS-MONTJUÏC,el Poble Sec,C,VILA I VILA,1,73,,,,,,,3,6,2.16882963,41.37409449
03-2012-0418,SANTS-MONTJUÏC,Sants,C,JACQUARD,2,14,,18,,,,,1,7,2.13430039,41.37776740
02-2012-0913,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,LONDRES,2,78,,,,,,,6,4,2.14981514,41.39262427
10-2012-0548,SANT MARTI,el Poblenou,C,AMISTAT,2,16,,22,,,,,1,3,2.20566504,41.40005583
06-2012-0343,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,SARDENYA,1,427,,,,,,,BJ,,2.16687670,41.40815247
05-2012-0410,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,C,BISBE SIVILLA,2,32,,,,,,,1,2,2.13483024,41.40451321
02-2012-0785,L'EIXAMPLE,el Fort Pienc,C,ROGER DE FLOR,2,98,,,,,,,5,2,2.17860851,41.39441616
09-2012-0225,SANT ANDREU,el Congrés i els Indians,C,ACACIES,2,52,,,,,,,2,1,2.17821775,41.42583686
02-2012-1585,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,312,,,,,,,6,3,2.16858737,41.39473960
02-2012-1586,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,312,,,,,,,5,3,2.16858737,41.39473960
02-2012-1587,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,312,,,,,,,7,2,2.16858737,41.39473960
02-2012-1588,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,312,,,,,,,7,3,2.16858737,41.39473960
02-2012-1589,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,312,,,,,,,8,,2.16858737,41.39473960
02-2012-1590,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,312,,,,,,,8,2,2.16858737,41.39473960
10-2012-0538,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,317,,,,,,,3,2,2.18145016,41.40911657
10-2012-0539,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,317,,,,,,,4,4,2.18145016,41.40911657
10-2012-0540,SANT MARTI,el Camp de l'Arpa del Clot,C,INDEPENDENCIA,1,317,,,,,,,5,2,2.18145016,41.40911657
06-2012-0398,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,INDUSTRIA,2,80,,,,,,,5,2,2.16962025,41.40581777
04-2012-0218,LES CORTS,les Corts,C,BERLIN,1,29,,,,,,,3,2,2.13769866,41.38275596
02-2012-1437,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,PROVENÇA,1,183,,,,,,,3,3,2.15647630,41.39108646
03-2012-0283,SANTS-MONTJUÏC,el Poble Sec,C,CONCORDIA,2,8,,,,,,,3,2,2.16099763,41.37441259
06-2012-0353,GRACIA,la Vila de Gràcia,C,FRANCISCO GINER,1,47,,,,,,,2,2,2.15838039,41.39975356
03-2012-0324,SANTS-MONTJUÏC,el Poble Sec,C,POETA CABANYES,2,20,,,,,,,EN,1,2.16549234,41.37409449
02-2012-1055,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,343,,,,,,,1,2A,2.16500413,41.39070739
07-2012-0237,HORTA-GUINARDÓ,el Baix Guinardó,C,PADILLA,1,347,,,,,,,EN,2,2.17120545,41.41009196
02-2012-1616,L'EIXAMPLE,la Dreta de l'Eixample,C,MALLORCA,2,344,,,,,,,EN,2,2.17119805,41.40016905
02-2012-1143,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CONSELL DE CENT,1,207,,,,,,,1,2,2.15691490,41.38461925
02-2012-1144,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CONSELL DE CENT,1,207,,,,,,,1,1,2.15691490,41.38461925
02-2012-1145,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CONSELL DE CENT,1,207,,,,,,,BJ,3,2.15691490,41.38461925
02-2012-1146,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CONSELL DE CENT,1,207,,,,,,,BJ,2,2.15691490,41.38461925
06-2012-0422,GRACIA,la Vila de Gràcia,C,TORRENT DE LES FLORS,2,42,,,,,,,3,1,2.16064987,41.40583030
01-2012-0492,CIUTAT VELLA,Sant Pere - Santa Caterina i la Ribera,C,ESPASERIA,1,7,,,,,,,1,,2.18233984,41.38332691
06-2012-0465,GRACIA,la Vila de Gràcia,C,NEPTU,2,30,,,,,,,,,2.15425159,41.39827547
02-2012-1423,L'EIXAMPLE,la Dreta de l'Eixample,C,ROGER DE LLURIA,2,110,,,,,,,1,3,2.16476627,41.39635373
02-2012-1425,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,2,338,,,,,,,4,1,2.16834425,41.39294008
02-2012-1443,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,2,106,,,,,,,PR,1,2.15817422,41.38086713
06-2012-0361,GRACIA,la Vila de Gràcia,PL,VILA DE GRACIA,1,19,,,,,,,1,1,2.15748039,41.39996823
02-2012-1626,L'EIXAMPLE,la Dreta de l'Eixample,RBLA,CATALUNYA,1,101,,,,,,,4,B,2.16018619,41.39325527
06-2012-0530,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,SANT ANTONI MARIA CLARET,1,3,,,,,,,2,2,2.16323041,41.40295289
02-2012-0960,L'EIXAMPLE,Sant Antoni,C,SEPULVEDA,2,94,,,,,,,PR,4,2.15730557,41.37915411
02-2012-1366,L'EIXAMPLE,la Dreta de l'Eixample,C,ROGER DE FLOR,2,148,,,,,,,5,3,2.17505973,41.39710858
06-2012-0433,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,INDUSTRIA,2,18,,,,,,,1,2,2.16585233,41.40295987
03-2012-0379,SANTS-MONTJUÏC,el Poble Sec,C,LLEIDA,1,35,,,,,,,PR,2,2.15559420,41.37238743
02-2012-1338,L'EIXAMPLE,la Dreta de l'Eixample,C,ROSSELLO,2,202,,,,,,,4,,2.15771386,41.39343953
02-2012-1432,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ARAGO,1,207,,,,,,,2,1,2.15977987,41.38853401
02-2012-1433,L'EIXAMPLE,la Sagrada Família,C,MARINA,2,240,,,,,,,1,1,2.17715284,41.40256275
10-2012-0562,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PG,GARCIA FARIA,1,77,,,,,,,4,1,2.21532312,41.40496996
10-2012-0563,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PG,GARCIA FARIA,1,75,,,,,,A,15,3,2.21532312,41.40496996
05-2012-0330,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,ARIBAU,2,226,,,,,,E,PR,1,2.15053616,41.39517058
05-2012-0331,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,ARIBAU,2,226,,,,,,E,PR,2,2.15053616,41.39517058
06-2012-0371,GRACIA,el Camp d'en Grassot i Gràcia Nova,TRAV,GRACIA,1,343,,,,,,,3,1,2.16742456,41.40748622
