REGISTRO,ANO,TIPO,NUMERO,ACTIVIDAD,HORA_INI,HORA_FIN,CCODVIA,NOMBRE,C_NUMERO,C_BIS,CON_USU_DE_ROTACION,EXENTO,PLAZAS,ANCHO_PUERTA,SUPERFICIE,ZONA_OCUPA_MAXIMA,POLIGONO_INDUSTRIAL,IMPORTE,LAT123,LONG122
657,1904,P,335,APARCAMIENTO DE VEHICULOS,,,4445,,0,A,N,N,60,3.02,0.00,5.00,N,283.98,0,0
127,2010,T,543,VENTA Y REPARACION VEHICULOS,800,2000,4450,,0,,N,N,4,3.00,113.50,5.00,N,214.56,0,0
680,1902,T,262,VENTA CUBIERT.Y CAMARAS VEHIC.,800,2000,4450,PARDO GIMENO,5,CHAFLAN,N,N,6,3.42,156.31,3.42,N,183.80,38.34177,-0.49585
680,1998,T,261,VENTA CUBIERT.Y CAMARAS VEHIC.,800,2000,4450,PARDO GIMENO,5,,N,N,6,2.73,156.31,2.73,N,183.80,38.34177,-0.49585
115,2010,P,4435,APARCAMIENTO DE VEHICULOS,0,2400,4450,PARDO GIMENO,19,,N,N,3,2.90,96.65,5.00,N,141.99,38.34168,-0.49764
205,1997,T,31,TALLER CHAPA Y PINTURA VEHIC.,800,2000,4450,,20,DCHA.,N,N,2,4.84,145.00,4.84,N,107.28,0,0
204,1997,T,30,TALLER CHAPA Y PINTURA VEHIC.,800,2000,4450,,20,IZQ.,N,N,2,5.23,145.00,5.23,N,129.36,0,0
1319,1997,P,820,APARCAMIENTO DE VEHICULOS,,,4450,PARDO GIMENO,22,BAJO,N,N,16,2.26,370.00,5.00,N,283.98,38.34179,-0.49770
760,1997,P,1124,APARCAMIENTO DE VEHICULOS,,,4450,PARDO GIMENO,23,,N,N,12,0.00,0.00,6.00,N,347.09,38.34163,-0.49881
106,2003,P,2992,APARCAMIENTO DE VEHICULOS,0,2400,4450,PARDO GIMENO,26,,N,N,30,2.30,0.00,7.40,N,460.68,38.34174,-0.49886
90,1999,P,1962,APARCAMIENTO DE VEHICULOS,,,4450,PARDO GIMENO,28,,N,N,4,2.27,200.00,5.00,N,283.98,38.34171,-0.49936
84,1999,P,2042,APARCAMIENTO DE VEHICULOS,,,4450,PARDO GIMENO,45,53,N,N,30,2.80,635.00,5.00,N,283.98,38.34137,-0.50153
84,1999,P,2041,APARCAMIENTO DE VEHICULOS,,,4450,PARDO GIMENO,45,53,N,N,30,2.63,635.00,5.00,N,283.98,38.34137,-0.50153
989,1997,P,909,APARCAMIENTO DE VEHICULOS,,,4450,PARDO GIMENO,73,,N,N,57,4.48,0.00,5.00,N,283.98,38.34114,-0.50481
235,2008,P,4015,APARCAMIENTO DE VEHICULOS,0,2400,4460,PARIS,1,,N,N,48,2.40,2141.91,7.10,N,460.68,38.34284,-0.49030
137,1998,P,1883,APARCAMIENTO DE VEHICULOS,,,4460,PARIS,2,4-6,N,N,163,5.54,5073.83,5.54,N,381.79,38.34296,-0.49013
1625,2000,P,2431,APARCAMIENTO DE VEHICULOS,0,2400,4470,,0,,N,S,8,2.88,200.00,5.00,N,0.00,0,0
451,1998,P,1763,APARCAMIENTO DE VEHICULOS,,,4470,PASCUAL DE LA MATA,3,BIS,N,N,48,3.95,1134.00,5.00,N,243.41,38.36076,-0.48075
514,1996,P,881,APARCAMIENTO DE VEHICULOS,,,4470,PASCUAL DE LA MATA,3,,N,N,7,3.01,321.50,5.00,N,243.41,38.36076,-0.48075
25,2013,P,4540,APARCAMIENTO DE VEHICULOS,0,2400,4475,PASCUAL OROZCO,3,C,N,N,1,3.00,385.00,5.30,N,173.54,38.34337,-0.49935
350,2016,P,5718,APARCAMIENTO DE VEHICULOS,0,2400,4485,,26,,N,N,21,4.00,265.00,4.00,N,167.10,0,0
226,1998,P,1660,APARCAMIENTO DE VEHICULOS,,,4485,PEDREGUER,30,2,N,N,90,2.90,2460.00,5.00,N,202.85,38.32717,-0.51295
287,2003,P,3086,APARCAMIENTO DE VEHICULOS,0,2400,4485,PEDREGUER,30,,N,N,46,2.90,981.20,5.00,N,202.85,38.32717,-0.51295
1646,1997,P,1446,APARCAMIENTO DE VEHICULOS,,,4495,PEGASO,1,3,N,N,13,2.90,433.00,5.00,N,243.41,38.34450,-0.51281
178,2004,P,3186,APARCAMIENTO DE VEHICULOS,0,2400,4495,PEGASO,2,,N,N,29,2.90,682.00,5.00,N,243.41,38.34459,-0.51282
193,2004,P,3545,APARCAMIENTO DE VEHICULOS,0,2400,4495,,6,BAJO B,N,N,1,4.00,49.00,4.00,N,100.25,0,0
616,1996,T,12,VENTA RECAMBIOS AUTOS,800,2000,4495,,12,,N,N,4,5.00,350.00,5.00,N,183.91,0,0
1316,1997,P,821,APARCAMIENTO DE VEHICULOS,,,4495,PEGASO,14,,N,N,19,2.73,0.00,5.00,N,243.41,38.34464,-0.51348
227,2003,P,3037,APARCAMIENTO DE VEHICULOS,0,2400,4495,PEGASO,20,,N,N,12,4.00,294.00,5.00,N,243.41,38.34445,-0.51395
361,2002,P,2830,APARCAMIENTO DE VEHICULOS,0,2400,4495,PEGASO,26,,N,N,126,5.75,3415.00,5.75,N,327.26,38.34429,-0.51437
230,2009,P,4287,APARCAMIENTO DE VEHICULOS,0,2400,4495,PEGASO,33,,N,N,43,4.00,1545.28,6.00,N,297.51,38.34391,-0.51505
157,2005,P,3575,APARCAMIENTO DE VEHICULOS,0,2400,4495,PEGASO,34,,N,N,7,2.54,175.00,4.00,N,200.51,38.34414,-0.51476
111,2008,P,3939,APARCAMIENTO DE VEHICULOS,0,2400,4495,PEGASO,37,,N,N,3,3.00,101.75,5.00,N,121.70,38.34365,-0.51572
16,2019,T,1569,APARCAMIENTO DE VEHICULOS,,,4495,PEGASO,44,,N,N,1,5.00,50.00,5.00,N,91.95,38.34380,-0.51569
337,1998,P,1618,VENTA AL MAYOR PROD.ALIMENTIC.,,,4495,PEGASO,46,BIS,N,N,2,2.84,39.00,5.00,N,121.70,38.34374,-0.51584
308,1997,P,309,APARCAMIENTO DE VEHICULOS,,,4505,,0,A,N,N,24,3.00,643.00,5.00,N,202.85,0,0
118,2018,P,5922,APARCAMIENTO DE VEHICULOS,,,4505,PEGO,1,LOC.3-4B,N,N,3,3.00,124.00,5.00,N,101.42,38.32857,-0.51022
1079,1997,P,1641,APARCAMIENTO DE VEHICULOS,,,4505,PEGO,1,,N,N,10,2.81,174.00,5.00,N,202.85,38.32857,-0.51022
123,2003,P,3153,APARCAMIENTO DE VEHICULOS,0,2400,4505,PEGO,4,BJ-DR,N,N,3,2.90,82.00,5.00,N,101.42,38.32865,-0.51011
661,2015,P,5407,APARCAMIENTO DE VEHICULOS,0,2400,4505,PEGO,4,C,N,N,3,2.90,80.00,4.00,N,83.55,38.32865,-0.51011
730,2001,P,2606,APARCAMIENTO DE VEHICULOS,0,2400,4505,,5,DR,N,N,2,2.80,84.00,5.00,N,101.42,0,0
98,2018,P,5894,APARCAMIENTO DE VEHICULOS,,,4505,PEGO,6,LOC.IZDA,N,N,2,5.00,50.00,5.00,N,101.42,38.32873,-0.51021
85,2008,P,3948,APARCAMIENTO DE VEHICULOS,0,2400,4505,,26,,N,N,3,3.55,106.45,5.55,N,123.96,0,0
173,1996,P,615,APARCAMIENTO DE VEHICULOS,,,4505,,35,,N,N,11,2.35,314.00,5.00,N,202.85,0,0
185,2007,P,3917,APARCAMIENTO DE VEHICULOS,0,2400,4507,,0,A,N,S,1,3.50,50.00,5.50,N,0.00,0,0
18814,1999,P,2002,APARCAMIENTO DE VEHICULOS,,,4507,,0,,N,N,18,4.89,390.89,5.00,N,243.41,0,0
74,2003,P,3021,APARCAMIENTO DE VEHICULOS,0,2400,4507,PALANGRE,6,1-2,N,N,40,3.40,0.00,5.00,N,243.41,38.35866,-0.42871
74,2003,P,3020,APARCAMIENTO DE VEHICULOS,0,2400,4507,PALANGRE,6,1-2,N,N,84,3.40,0.00,5.00,N,243.41,38.35866,-0.42871
50,2012,P,4474,APARCAMIENTO DE VEHICULOS,0,2400,4507,PALANGRE,13,D,N,N,42,5.00,500.00,6.00,N,297.51,38.35915,-0.42563
50,2012,P,4473,APARCAMIENTO DE VEHICULOS,0,2400,4507,PALANGRE,13,D,N,N,42,3.50,500.00,6.00,N,297.51,38.35915,-0.42563
397,1996,P,122,APARCAMIENTO DE VEHICULOS,,,4510,PELAYO,9,D,N,N,15,3.00,348.56,5.00,N,243.41,38.35390,-0.48252
232,1997,P,1281,APARCAMIENTO DE VEHICULOS,,,4510,PELAYO,9,I,N,N,43,0.00,0.00,5.00,N,243.41,38.35390,-0.48252
88,2006,P,3659,APARCAMIENTO DE VEHICULOS,0,2400,4510,PELAYO,33,35,N,N,2,2.96,45.00,5.00,N,121.70,38.35462,-0.48276
40787,1999,P,2209,APARCAMIENTO DE VEHICULOS,,2400,4517,,0,A,N,N,297,4.52,0.00,5.00,N,223.13,0,0
2739,2000,P,2416,APARCAMIENTO DE VEHICULOS,0,2400,4517,,0,,N,N,14,4.55,212.56,5.00,N,202.85,0,0
22446,1999,P,2146,APARCAMIENTO DE VEHICULOS,,2400,4517,,0,,N,S,10,0.00,0.00,5.00,N,0.00,0,0
3263,2000,P,2406,APARCAMIENTO DE VEHICULOS,0,2400,4517,PENAGUILA,1,3,N,N,128,5.00,0.00,5.00,N,223.13,38.37146,-0.49817
3263,2000,P,2407,APARCAMIENTO DE VEHICULOS,0,2400,4517,PENAGUILA,1,3,N,N,128,8.00,0.00,8.00,N,361.96,38.37146,-0.49817
1793,2001,P,2589,APARCAMIENTO DE VEHICULOS,0,2400,4517,PENAGUILA,4,,N,N,14,3.60,0.00,5.00,N,202.85,38.37121,-0.49983
999,1997,P,910,APARCAMIENTO DE VEHICULOS,,,4517,PENAGUILA,5,,N,N,42,4.80,0.00,5.00,N,202.85,38.37113,-0.49931
620,1996,P,111,APARCAMIENTO DE VEHICULOS,,,4520,,0,A,N,N,36,3.47,704.00,8.00,N,394.86,0,0
65,2014,P,4596,APARCAMIENTO DE VEHICULOS,0,2400,4524,PERAL,1,,N,N,3,3.00,0.00,5.00,N,81.13,38.37289,-0.46350
99,2014,P,4630,APARCAMIENTO DE VEHICULOS,0,2400,4524,PERAL,2,,N,N,1,4.00,0.00,6.00,N,99.16,38.37305,-0.46345
66,2014,P,4597,APARCAMIENTO DE VEHICULOS,0,2400,4524,PERAL,3,,N,N,3,4.00,0.00,6.00,N,99.16,38.37305,-0.46359
63,2011,P,4667,APARCAMIENTO DE VEHICULOS,0,2400,4524,PERAL,5,,N,N,3,4.50,44.00,4.50,N,81.13,38.37329,-0.46366
41,2011,P,4443,APARCAMIENTO DE VEHICULOS,0,2400,4524,PERAL,7,,N,N,2,3.25,46.00,5.00,N,81.13,38.37363,-0.46371
41,2011,P,4444,APARCAMIENTO DE VEHICULOS,0,2400,4524,PERAL,7,,N,N,1,3.00,30.00,5.00,N,81.13,38.37363,-0.46371
149,2005,P,3346,APARCAMIENTO DE VEHICULOS,0,2400,4525,PEREZ MEDINA,12,,N,N,20,2.31,445.54,4.50,N,283.98,38.34226,-0.49804
12159,1999,P,1963,APARCAMIENTO DE VEHICULOS,,,4525,PEREZ MEDINA,18,,N,N,4,2.97,121.57,5.00,N,283.98,38.34204,-0.49802
615,1996,P,1043,APARCAMIENTO DE VEHICULOS,,,4525,PEREZ MEDINA,19,,N,N,5,2.98,120.05,5.00,N,283.98,38.34194,-0.49782
1207,1997,T,83,CARNICERIA,800,2000,4525,PEREZ MEDINA,32,,N,N,2,2.60,55.00,2.60,N,91.90,38.34027,-0.49789
836,1997,P,569,APARCAMIENTO DE VEHICULOS,,,4525,PEREZ MEDINA,33,,N,N,4,2.25,97.00,5.00,N,283.98,38.34009,-0.49768
310,2005,P,3546,APARCAMIENTO DE VEHICULOS,0,2400,4525,PEREZ MEDINA,35,,N,N,3,2.78,100.00,4.00,N,116.74,38.34003,-0.49768
4,2008,P,3799,APARCAMIENTO DE VEHICULOS,0,2400,4525,PEREZ MEDINA,36,,N,N,9,2.40,115.87,4.90,N,283.98,38.34009,-0.49788
24,2006,P,3486,APARCAMIENTO DE VEHICULOS,0,2400,4525,PEREZ MEDINA,38,,N,N,20,2.30,688.00,6.00,N,347.09,38.33999,-0.49789
689,1996,P,948,APARCAMIENTO DE VEHICULOS,,,4525,PEREZ MEDINA,42,,N,N,10,2.30,232.00,5.00,N,283.98,38.33988,-0.49786
549,1996,P,1214,APARCAMIENTO DE VEHICULOS,,2400,4525,PEREZ MEDINA,43,A,N,N,3,2.33,102.30,5.00,N,141.99,38.33931,-0.49764
98,2000,P,2361,APARCAMIENTO DE VEHICULOS,0,2400,4530,,1,3,N,N,17,3.65,553.47,5.00,N,243.41,0,0
1290,1997,T,121,VENTA AUTOMOVILES,800,2000,4530,,1,,N,N,18,5.42,0.00,5.42,N,221.77,0,0
541,1997,P,1337,APARCAMIENTO DE VEHICULOS,,,4530,,2,,N,N,11,0.00,0.00,5.00,N,243.41,0,0
50,1998,P,1671,APARCAMIENTO DE VEHICULOS,,,4530,,15,17,N,N,19,2.65,552.00,5.00,N,243.41,0,0
647,1996,P,1036,APARCAMIENTO DE VEHICULOS,,,4530,,28,30,N,N,61,4.96,0.00,5.00,N,243.41,0,0
48,2000,P,2294,APARCAMIENTO DE VEHICULOS,0,2400,4535,,5,.,N,N,3,2.82,107.00,5.00,N,101.42,0,0
2497,2001,P,2727,APARCAMIENTO DE VEHICULOS,0,2400,4540,,0,A,N,N,64,3.50,0.00,5.00,N,162.27,0,0
376,2002,P,2851,APARCAMIENTO DE VEHICULOS,0,2400,4540,,0,,N,N,115,5.00,4560.20,5.00,N,178.49,0,0
879,2000,P,2207,APARCAMIENTO DE VEHICULOS,0,2400,4544,,0,,N,N,3,9.40,0.00,9.40,N,246.83,0,0
1086,2000,P,2399,APARCAMIENTO DE VEHICULOS,0,2400,4544,RADIOF RAUL ALVAREZ ANTON,4,,N,N,24,5.00,0.00,5.00,N,243.41,38.34796,-0.50322
926,1902,P,634,APARCAMIENTO DE VEHICULOS,,,4544,,76,,N,N,103,2.80,4058.80,5.00,N,267.75,0,0
3073,2001,P,2661,APARCAMIENTO DE VEHICULOS,0,2400,4545,,8,,N,N,52,3.50,0.00,5.00,N,202.85,0,0
189,2003,P,3018,APARCAMIENTO DE VEHICULOS,0,2400,4545,PERIODISTA RODOLFO DE SALAZAR,19,,N,N,17,4.00,507.00,5.00,N,202.85,38.36350,-0.48085
234,2004,P,3219,APARCAMIENTO DE VEHICULOS,0,2400,4545,PERIODISTA RODOLFO DE SALAZAR,20,,N,N,77,3.00,1705.44,5.00,N,202.85,38.36353,-0.48192
131,2002,P,2688,APARCAMIENTO DE VEHICULOS,0,2400,4545,PERIODISTA RODOLFO DE SALAZAR,22,ST,N,N,25,2.92,0.00,5.00,N,202.85,38.36339,-0.48105
131,2002,P,2689,APARCAMIENTO DE VEHICULOS,0,2400,4545,PERIODISTA RODOLFO DE SALAZAR,22,ST,N,N,20,3.05,0.00,5.00,N,202.85,38.36339,-0.48105
634,1998,T,268,VTA.MENOR PINTURAS AL AGUA,800,2000,4545,PERIODISTA RODOLFO DE SALAZAR,30,LOCAL,N,N,8,2.75,248.00,5.00,N,153.26,38.36247,-0.47958
1219,1997,P,1379,APARCAMIENTO DE VEHICULOS,,2400,4545,PERIODISTA RODOLFO DE SALAZAR,30,,N,N,53,2.83,1400.00,5.00,N,202.85,38.36247,-0.47958
1659,1997,P,1429,APARCAMIENTO DE VEHICULOS,,,4545,PERIODISTA RODOLFO DE SALAZAR,34,,N,N,15,0.00,0.00,5.00,N,202.85,38.36230,-0.47916
63,2015,T,1038,ACTIVIDAD COMERCIAL,800,2000,4551,,0,NAVE 4,N,N,2,6.00,24.00,6.00,S,36.96,0,0
94,2015,T,1037,ACTIVIDAD COMERCIAL,800,2000,4551,,0,,N,N,1,5.00,10.00,5.00,S,36.96,0,0
411,2014,T,669,APARCAMIENTO DE VEHICULOS,800,2000,4551,,0,,N,N,11,6.20,140.00,6.20,S,99.17,0,0
331,2014,T,621,ALMACEN MERCANCIAS,800,2000,4551,,157,2,N,N,1,5.00,50.00,5.00,S,36.96,0,0
331,2014,T,620,ALMACEN MERCANCIAS,800,2000,4551,,157,2,N,N,1,5.00,50.00,5.00,S,36.96,0,0
331,2014,T,622,ALMACEN MERCANCIAS,800,2000,4551,,157,2,N,N,1,5.00,50.00,5.00,S,36.96,0,0
8,2016,T,1352,ACTIVIDAD COMERCIAL,800,2000,4551,,171,3,N,N,2,4.00,50.00,4.00,N,36.96,0,0
233,2015,T,1152,APARCAMIENTO DE VEHICULOS,800,2000,4551,,172,,N,N,3,8.00,75.00,8.00,S,49.58,0,0
42,2015,T,1015,ACTIVIDAD COMERCIAL,800,2000,4551,,175,,N,N,5,6.00,125.00,6.00,N,73.93,0,0
192,2015,T,1001,ALMACEN FONTANERIA,800,2000,4551,,177,178,N,N,3,12.00,75.00,12.00,S,74.54,0,0
144,2004,P,3182,APARCAMIENTO DE VEHICULOS,0,2400,4552,,0,B,N,N,174,3.14,0.00,5.00,N,223.13,0,0
1098,1997,P,447,APARCAMIENTO DE VEHICULOS,,,4552,,2,,N,N,142,3.85,0.00,5.00,N,223.13,0,0
123,2006,T,506,LAVADERO DE COCHES,800,2000,4552,,3,BJ,N,N,1,3.50,66.00,5.50,N,92.40,0,0
1240,2000,P,2430,APARCAMIENTO DE VEHICULOS,0,2400,4552,,3,LC.8,N,N,3,2.42,88.00,5.00,N,101.42,0,0
305,2002,P,2768,APARCAMIENTO DE VEHICULOS,0,2400,4552,PERU,13,,N,N,192,3.03,0.00,5.00,N,223.13,38.33277,-0.50857
305,2002,P,2769,APARCAMIENTO DE VEHICULOS,0,2400,4552,PERU,13,,N,N,192,2.98,0.00,5.00,N,223.13,38.33277,-0.50857
91,2012,P,3252,APARCAMIENTO DE VEHICULOS,0,2400,4552,PERU,14,B,N,N,50,5.50,1000.00,7.00,N,329.06,38.33287,-0.50872
258,2004,P,3251,APARCAMIENTO DE VEHICULOS,0,2400,4552,PERU,14,,N,N,96,6.00,2637.00,7.00,N,329.06,38.33287,-0.50872
51421,1999,P,2291,APARCAMIENTO DE VEHICULOS,,2400,4555,PETRER,9,.,N,N,6,3.64,130.17,5.00,N,162.27,38.38714,-0.49058
480,2015,P,5263,APARCAMIENTO DE VEHICULOS,0,2400,4557,,0,B-1,N,N,2,4.50,4.50,5.00,N,101.42,0,0
576,2015,P,5342,APARCAMIENTO DE VEHICULOS,0,2400,4557,,0,B-2,N,N,3,2.00,10.00,4.00,N,83.55,0,0
448,2015,P,5230,APARCAMIENTO DE VEHICULOS,0,2400,4557,,0,B-7,N,N,2,3.50,30.00,4.00,N,83.55,0,0
7,2018,P,5838,APARCAMIENTO DE VEHICULOS,,,4557,PEZ ESPADA,3,,N,N,6,3.00,150.00,5.00,N,202.85,38.35359,-0.41070
91,2016,P,5477,APARCAMIENTO DE VEHICULOS,0,2400,4557,PEZ ESPADA,4,BW-5,N,N,1,4.00,25.00,4.00,N,83.55,38.35332,-0.41122
481,2015,P,5264,APARCAMIENTO DE VEHICULOS,0,2400,4557,PEZ ESPADA,4,,N,N,2,3.30,30.00,4.00,N,83.55,38.35332,-0.41122
2982,2000,P,2530,VIVIENDA UNIFAMILIAR,0,2400,4557,PEZ ESPADA,5,,N,N,2,2.86,61.00,5.00,N,101.42,38.35332,-0.41055
34,2016,P,5439,APARCAMIENTO DE VEHICULOS,0,2400,4557,,6,BW,N,N,2,4.00,50.00,4.00,N,83.55,0,0
466,2015,P,5249,APARCAMIENTO DE VEHICULOS,0,2400,4557,PEZ ESPADA,7,,N,N,2,4.00,20.00,4.00,N,83.55,38.35342,-0.41083
70,2013,P,4562,APARCAMIENTO DE VEHICULOS,0,2400,4557,PEZ ESPADA,8,,N,N,2,3.00,55.25,5.00,N,101.42,38.35334,-0.41234
96,2016,P,5481,APARCAMIENTO DE VEHICULOS,0,2400,4557,PEZ ESPADA,10,BJ,N,N,1,4.00,25.00,4.00,N,83.55,38.35330,-0.41239
209,2015,P,5324,APARCAMIENTO DE VEHICULOS,0,2400,4557,PEZ ESPADA,11,,N,N,3,5.00,55.00,5.00,N,101.42,38.35319,-0.41174
32,2014,P,5004,APARCAMIENTO DE VEHICULOS,0,2400,4557,PEZ ESPADA,13,,N,N,9,5.50,0.00,5.50,N,247.97,38.35320,-0.41215
29,2017,P,5748,SALIDA DE EMERGENCIA,0,2400,4558,,0,S/N,N,S,0,4.00,0.00,4.00,N,0.00,0,0
57,2002,P,2672,APARCAMIENTO DE VEHICULOS,0,2400,4558,PI Y MARGALL,5,,N,N,3,2.33,77.00,5.00,N,81.13,38.38503,-0.49298
797,2001,T,336,INSTITUTO BACHILLERATO,800,2000,4560,,0,,N,N,16,9.00,400.00,9.00,N,334.90,0,0
1614,1997,P,4022,COLEGIO,0,2400,4560,PIANISTA GONZALO SORIANO,3,,N,S,1,4.10,65.00,5.00,N,0.00,38.33983,-0.50891
1614,1997,P,134,COLEGIO,0,2400,4560,PIANISTA GONZALO SORIANO,3,,N,S,0,0.00,0.00,,N,267.75,38.33983,-0.50891
52,2005,P,3290,APARCAMIENTO DE VEHICULOS,0,2400,4565,PILAR,1,3,N,N,14,3.20,118.10,5.00,N,243.41,38.34821,-0.49682
986,1997,P,652,APARCAMIENTO DE VEHICULOS,,,4565,PILAR,2,,N,N,14,2.53,225.00,5.00,N,243.41,38.34809,-0.49669
8,1998,P,1558,APARCAMIENTO DE VEHICULOS,,,4565,PILAR,7,IZQ.,N,N,3,2.32,90.00,5.00,N,121.70,38.34841,-0.49684
416,1998,P,1899,APARCAMIENTO DE VEHICULOS,,,4565,PILAR,7,,N,N,3,2.45,96.58,5.00,N,121.70,38.34841,-0.49684
62,2011,P,4426,APARCAMIENTO DE VEHICULOS,0,2400,4565,PILAR,8,,N,N,12,2.50,400.00,5.00,N,243.41,38.34839,-0.49671
1229,1997,P,715,APARCAMIENTO DE VEHICULOS,,,4565,PILAR,14,,N,N,9,3.28,204.00,5.00,N,243.41,38.34854,-0.49674
669,1996,P,82,APARCAMIENTO DE VEHICULOS,,,4565,PILAR,15,1,N,N,1,3.07,24.00,5.00,N,121.70,38.34888,-0.49689
466,1997,P,897,APARCAMIENTO DE VEHICULOS,,,4565,PILAR,15,3,N,N,2,2.65,36.00,5.00,N,121.70,38.34888,-0.49689
661,1996,P,154,APARCAMIENTO DE VEHICULOS,,,4565,PILAR,15,4,N,N,1,2.70,25.00,5.00,N,121.70,38.34888,-0.49689
150,2011,P,4415,APARCAMIENTO DE VEHICULOS,0,2400,4565,PILAR,17,,N,N,44,2.70,500.00,6.00,N,297.51,38.34896,-0.49690
95,2004,P,3137,APARCAMIENTO DE VEHICULOS,0,2400,4565,PILAR,24,,N,N,8,3.00,230.60,5.00,N,243.41,38.34902,-0.49678
425,1998,T,235,LAVADERO DE COCHES,800,2000,4580,PINOSO,4,,N,N,2,2.32,60.00,2.32,N,78.55,38.35934,-0.48341
90,2004,P,3319,APARCAMIENTO DE VEHICULOS,0,2400,4580,PINOSO,5,,N,N,8,2.78,0.00,5.00,N,243.41,38.35954,-0.48307
575,1998,T,241,TALLER MECANICO,800,2000,4580,PINOSO,30,,N,N,17,4.49,425.00,4.49,N,183.91,38.35942,-0.48109
29,2006,T,475,TALLER MECANICO,800,2000,4580,PINOSO,32,,N,N,20,3.93,500.00,6.00,N,221.77,38.35942,-0.48098
1511,1997,P,1408,APARCAMIENTO DE VEHICULOS,,,4585,,12,,N,N,13,2.48,385.36,5.00,N,283.98,0,0
275,2003,P,3076,APARCAMIENTO DE VEHICULOS,0,2400,4587,PINTOR ANTONIO AMOROS,4,,N,N,55,4.00,0.00,5.00,N,162.27,38.37077,-0.47148
571,1997,P,1338,APARCAMIENTO DE VEHICULOS,,,4590,,0,A,N,N,70,0.00,0.00,8.00,N,460.68,0,0
587,1902,P,1341,APARCAMIENTO DE VEHICULOS,,,4590,,0,B,S,N,399,0.00,0.00,5.00,N,567.96,0,0
423,1997,P,1457,APARCAMIENTO DE VEHICULOS,,,4590,PINTOR APARICIO,16,,N,N,35,2.28,792.00,5.00,N,283.98,38.34026,-0.49052
280,1997,P,986,APARCAMIENTO DE VEHICULOS,,,4590,PINTOR APARICIO,17,,N,N,15,3.60,450.00,5.00,N,283.98,38.34073,-0.49105
847,1997,P,665,APARCAMIENTO DE VEHICULOS,,,4590,PINTOR APARICIO,23,,N,N,10,2.38,0.00,5.00,N,283.98,38.34106,-0.49129
31234,1999,P,2059,APARCAMIENTO DE VEHICULOS,,,4590,,33,,N,N,69,3.65,0.00,5.00,N,283.98,0,0
939,1997,P,672,APARCAMIENTO DE VEHICULOS,,,4590,PINTOR APARICIO,36,38,N,N,21,4.03,0.00,7.50,N,460.68,38.34254,-0.49218
44,1999,P,1917,APARCAMIENTO DE VEHICULOS,,,4590,PINTOR APARICIO,37,,N,N,21,2.60,533.00,5.00,N,283.98,38.34256,-0.49238
965,1997,P,396,APARCAMIENTO DE VEHICULOS,,,4590,PINTOR APARICIO,44,,N,N,21,3.50,535.00,5.00,N,283.98,38.34316,-0.49263
581,1997,P,859,APARCAMIENTO DE VEHICULOS,,,4592,,0,B,N,N,200,16.10,5000.00,16.10,N,923.41,0,0
565,1997,P,416,APARCAMIENTO DE VEHICULOS,,,4592,PINTOR BAEZA,1,1 BIS,N,N,52,3.43,1325.00,6.90,N,394.86,38.35970,-0.48591
586,1997,P,421,APARCAMIENTO DE VEHICULOS,,,4592,PINTOR BAEZA,2,,N,N,76,5.75,2268.00,5.75,N,297.51,38.35985,-0.48559
72,2012,P,4490,APARCAMIENTO DE VEHICULOS,0,2400,4592,PINTOR BAEZA,12,,N,N,1275,6.60,1000.00,8.40,N,488.69,38.36265,-0.48720
73,2012,P,4491,APARCAMIENTO DE VEHICULOS,0,2400,4592,PINTOR BAEZA,12,,N,N,1275,4.00,1000.00,6.30,N,434.35,38.36265,-0.48720
83,2014,P,4683,APARCAMIENTO DE VEHICULOS,0,2400,4592,PINTOR BAEZA,14,1,N,N,119,5.70,1500.00,6.00,N,327.26,38.36512,-0.48874
282,1997,P,1099,APARCAMIENTO DE VEHICULOS,,,4595,,1,,N,N,24,2.90,0.00,5.00,N,283.98,0,0
1016,1997,T,96,INSTAL.DE FONTANERIA EN GRAL.,800,2000,4595,PINTOR CABRERA,3,,N,N,5,3.18,98.00,3.18,N,183.80,38.34494,-0.49058
547,1997,P,358,APARCAMIENTO DE VEHICULOS,,,4595,PINTOR CABRERA,5,1,N,N,104,4.32,3420.00,5.00,N,312.37,38.34487,-0.49073
38,2019,T,1575,APARCAMIENTO DE VEHICULOS,,,4595,PINTOR CABRERA,6,,N,N,4,5.10,12.71,5.10,N,258.73,38.34505,-0.49067
1106,1997,P,1151,APARCAMIENTO DE VEHICULOS,,,4595,PINTOR CABRERA,10,,N,N,29,0.00,0.00,5.00,N,283.98,38.34489,-0.49103
438,1997,P,770,APARCAMIENTO DE VEHICULOS,,,4595,PINTOR CABRERA,12,14,N,N,413,5.00,4600.00,5.00,N,312.37,38.34470,-0.49144
955,1997,P,392,APARCAMIENTO DE VEHICULOS,,,4595,PINTOR CABRERA,17,19-21,N,N,22,2.33,500.00,5.00,N,283.98,38.34424,-0.49214
854,1997,P,579,APARCAMIENTO DE VEHICULOS,,,4595,PINTOR CABRERA,22,,N,N,94,3.73,0.00,7.00,N,460.68,38.34426,-0.49244
865,1997,P,598,APARCAMIENTO DE VEHICULOS,,,4595,PINTOR CABRERA,25,,N,N,54,3.17,0.00,7.05,N,460.68,38.34389,-0.49277
1333,2001,P,2628,APARCAMIENTO DE VEHICULOS,0,2400,4596,,0,F,N,N,46,4.00,1230.00,5.00,N,202.85,0,0
