EXPEDIENTE,ANO_EXPE,AUTORI_D,AUTORI_H,METROS,MESAS,SILLAS,TOLDOS,SOMBRILLAS,ESTUFAS,MENU,JARDINERAS,PEATONES,DIM_MESAS,NOMBRE,DESCRIPCION,CCODVIA,NUMERO,CAT_IAE,PRECIO,LATITUD,LONGITUD
782,2010,01/01/2019,30/06/2019,41.84,12,40,N,3,0,0,0,,,CAFETERIA CHOCOLAT,"BARES, CAFETERIAS, DISCOTECAS",2022,2,4,625.09,38.35896,-0.50491
782,2010,01/07/2019,31/12/2019,41.84,12,40,N,3,0,0,0,,,CAFETERIA CHOCOLAT,"BARES, CAFETERIAS, DISCOTECAS",2022,2,4,625.09,38.35896,-0.50491
791,2010,01/01/2019,30/06/2019,26.80,16,32,N,2,2,0,0,,,CERVECERIA TAPAS ALICANTE,"BARES, CAFETERIAS, DISCOTECAS",505,3,4,400.39,38.34506,-0.48712
791,2010,01/07/2019,31/12/2019,26.80,16,32,N,2,2,0,0,,,CERVECERIA TAPAS ALICANTE,"BARES, CAFETERIAS, DISCOTECAS",505,3,4,400.39,38.34506,-0.48712
798,2011,01/02/2019,31/12/2019,12.00,4,16,N,1,0,0,0,,,HOSTAL LES MONGES PALACE,HOSTELERIA Y RESTAURACION,5195,4,4,328.68,38.34590,-0.48159
806,2011,01/01/2019,31/12/2019,10.35,4,10,N,1,0,0,0,,,TETERIA PIZZERIA KEBAB IHAB,HOSTELERIA Y RESTAURACION,5435,20,2,411.10,38.34919,-0.48473
808,2011,01/01/2019,31/12/2019,18.00,6,16,N,2,2,0,0,,,CAFETERIA PUB NIC COCTELES Y COMBINADOS,HELADERIAS,1835,17,4,537.84,38.34531,-0.48546
810,2011,01/01/2019,30/06/2019,20.93,5,20,N,2,0,0,0,,,CERVECERIA RESTAURANTE JESUS,"BARES, CAFETERIAS, DISCOTECAS",3719,7,4,312.69,38.36836,-0.47335
810,2011,01/07/2019,31/12/2019,20.93,5,20,N,2,0,0,0,,,CERVECERIA RESTAURANTE JESUS,"BARES, CAFETERIAS, DISCOTECAS",3719,7,4,312.69,38.36836,-0.47335
811,2011,01/01/2019,30/04/2019,26.20,6,24,N,0,0,0,0,,,RESTAURANTE KEBAP EGIPTO,HOSTELERIA Y RESTAURACION,4945,25,4,260.95,38.35842,-0.48622
811,2011,01/05/2019,31/08/2019,26.20,6,24,N,0,0,0,0,,,RESTAURANTE KEBAP EGIPTO,HOSTELERIA Y RESTAURACION,4945,25,4,260.95,38.35842,-0.48622
811,2011,01/09/2019,31/12/2019,26.20,6,24,N,0,0,0,0,,,RESTAURANTE KEBAP EGIPTO,HOSTELERIA Y RESTAURACION,4945,25,4,260.95,38.35842,-0.48622
812,2011,01/03/2019,30/06/2019,23.00,10,28,N,2,2,1,0,,,RESTAURANTE LA SASTRERIA,HOSTELERIA Y RESTAURACION,2895,20,4,229.08,,
812,2011,01/07/2019,30/11/2019,23.00,10,28,N,2,2,1,0,,,RESTAURANTE LA SASTRERIA,HOSTELERIA Y RESTAURACION,2895,20,4,286.35,,
813,2011,01/01/2019,31/12/2019,15.83,5,20,N,1,0,0,0,,,CAFE BAR LA CRIOLLA,"BARES, CAFETERIAS, DISCOTECAS",3275,2,4,473.00,38.34510,-0.48649
815,2011,01/01/2019,30/06/2019,16.30,7,16,N,3,0,0,0,,,BAR CAFETERIA LA CANTONADA,"BARES, CAFETERIAS, DISCOTECAS",1765,1,4,243.52,38.34182,-0.49462
815,2011,01/07/2019,31/12/2019,16.30,7,16,N,3,0,0,0,,,BAR CAFETERIA LA CANTONADA,"BARES, CAFETERIAS, DISCOTECAS",1765,1,4,243.52,38.34182,-0.49462
816,2011,01/01/2019,30/04/2019,14.20,4,14,N,3,,0,0,,,CAFETERIA ACULCO TIERRA SOLIDARIA,"BARES, CAFETERIAS, DISCOTECAS",2420,3,1,236.29,38.34179,-0.48676
816,2011,01/05/2019,31/08/2019,14.20,4,14,N,3,,0,0,,,CAFETERIA ACULCO TIERRA SOLIDARIA,"BARES, CAFETERIAS, DISCOTECAS",2420,3,1,236.29,38.34179,-0.48676
819,2011,01/01/2019,30/06/2019,10.00,4,11,N,2,0,0,0,,,BAR CHARLI II,"BARES, CAFETERIAS, DISCOTECAS",2261,18,4,149.40,38.36860,-0.43482
819,2011,01/07/2019,31/12/2019,10.00,4,11,N,2,0,0,0,,,BAR CHARLI II,"BARES, CAFETERIAS, DISCOTECAS",2261,18,4,149.40,38.36860,-0.43482
820,2011,01/01/2019,31/12/2019,59.53,16,60,N,6,0,0,0,,,BAR CORNETA,"BARES, CAFETERIAS, DISCOTECAS",4592,11,4,1778.76,38.36263,-0.48760
822,2011,01/01/2019,30/06/2019,31.81,10,40,N,,,0,0,,,RESTAURANTE EL BURLAERO,HOSTELERIA Y RESTAURACION,5255,13,3,553.49,38.34399,-0.48443
822,2011,01/07/2019,31/12/2019,31.81,10,40,N,,,0,0,,,RESTAURANTE EL BURLAERO,HOSTELERIA Y RESTAURACION,5255,13,3,553.49,38.34399,-0.48443
824,2011,01/06/2019,31/08/2019,50.00,12,50,N,0,0,0,0,,,HELADOS EL XIXONENC,HELADERIAS,51,2,4,373.50,38.35161,-0.51191
825,2011,01/01/2019,30/04/2019,21.80,5,20,N,0,0,0,0,,,KENTUCKY FRIEND CHIKEN,RESTAURANTES,4000,16,2,288.63,38.34510,-0.48348
825,2011,01/05/2019,30/09/2019,21.80,5,20,N,0,0,0,0,,,KENTUCKY FRIEND CHIKEN,RESTAURANTES,4000,16,2,360.79,38.34510,-0.48348
825,2011,01/10/2019,31/12/2019,21.80,5,20,N,0,0,0,0,,,KENTUCKY FRIEND CHIKEN,RESTAURANTES,4000,16,2,216.47,38.34510,-0.48348
826,2011,01/01/2019,30/04/2019,7.95,6,12,N,2,2,0,0,,,CHARLIES AMERICAN BURGUER,HOSTELERIA Y RESTAURACION,5310,8,4,79.18,38.34538,-0.48319
826,2011,01/05/2019,31/08/2019,7.95,6,12,N,2,2,0,0,,,CHARLIES AMERICAN BURGUER,HOSTELERIA Y RESTAURACION,5310,8,4,79.18,38.34538,-0.48319
826,2011,01/09/2019,31/12/2019,7.95,6,12,N,2,2,0,0,,,CHARLIES AMERICAN BURGUER,HOSTELERIA Y RESTAURACION,5310,8,4,79.18,38.34538,-0.48319
827,2011,01/01/2019,30/06/2019,12.72,5,15,N,2,0,0,0,,,BAR CAFETERIA CHIRIGUANDI,"BARES, CAFETERIAS, DISCOTECAS",4545,48,4,190.04,38.36098,-0.47566
827,2011,01/07/2019,31/12/2019,12.72,5,15,N,2,0,0,0,,,BAR CAFETERIA CHIRIGUANDI,"BARES, CAFETERIAS, DISCOTECAS",4545,48,4,190.04,38.36098,-0.47566
829,2011,01/01/2019,30/06/2019,8.00,2,8,N,2,0,0,0,,,CERVECERIA LA ESQUINICA,"BARES, CAFETERIAS, DISCOTECAS",4450,61,4,119.52,38.34143,-0.50290
832,2011,01/04/2019,31/10/2019,24.00,6,24,N,2,0,0,0,,,CAFETERIA SI O SI,"BARES, CAFETERIAS, DISCOTECAS",3450,100,4,418.32,,
834,2011,01/01/2019,31/12/2019,8.70,6,12,N,0,0,0,0,,,CAFETERIA CANALEJAS 10,"BARES, CAFETERIAS, DISCOTECAS",1635,10,4,259.96,38.34273,-0.48707
836,2011,01/01/2019,31/12/2019,19.95,6,24,N,3,0,0,0,,,BAR CERVECERIA TONO II,"BARES, CAFETERIAS, DISCOTECAS",3963,0,4,596.11,,
837,2011,01/01/2019,30/06/2019,14.58,5,19,N,2,0,0,0,,,CAFETERIA BRONCE,"BARES, CAFETERIAS, DISCOTECAS",4375,4,4,217.83,38.35567,-0.47929
837,2011,01/07/2019,31/12/2019,14.58,5,19,N,2,0,0,0,,,CAFETERIA BRONCE,"BARES, CAFETERIAS, DISCOTECAS",4375,4,4,217.83,38.35567,-0.47929
846,2011,14/06/2019,31/12/2019,7.36,5,10,N,0,0,0,0,,,RESTAURANTE PIZZERIA BRUNO CARUSO,HOSTELERIA Y RESTAURACION,2261,3,4,128.28,38.36575,-0.43357
855,2011,01/01/2019,31/12/2019,17.50,4,16,N,2,0,0,0,,,CENTRO DE OCIO INFANTIL SOMOS INFANCIA,"BARES, CAFETERIAS, DISCOTECAS",3289,30,4,522.90,,
856,2011,01/01/2019,30/04/2019,13.50,4,14,N,2,0,0,0,,,BAR NOU CORTIJO,BARES,5795,6,4,134.46,,
856,2011,01/05/2019,31/08/2019,13.50,4,14,N,2,0,0,0,,,BAR NOU CORTIJO,BARES,5795,6,4,134.46,,
856,2011,01/09/2019,31/12/2019,13.50,4,14,N,2,0,0,0,,,BAR NOU CORTIJO,BARES,5795,6,4,134.46,,
858,2011,01/01/2019,31/12/2019,15.37,5,16,N,2,,0,0,,,CAFE MI TERRAZA,CAFETERIAS,529,26,4,459.26,38.34089,-0.51064
861,2011,01/01/2019,30/06/2019,12.08,5,14,N,2,0,0,0,,,RESTAURANTE KEBAP EL BUEN GUSTO,"BARES, CAFETERIAS, DISCOTECAS",2356,12,4,180.48,38.36492,-0.47173
861,2011,01/07/2019,31/12/2019,12.08,5,14,N,2,0,0,0,,,RESTAURANTE KEBAP EL BUEN GUSTO,"BARES, CAFETERIAS, DISCOTECAS",2356,12,4,180.48,38.36492,-0.47173
862,2011,01/01/2019,30/06/2019,168.92,25,92,N,5,0,0,0,,,BAR TERRAZA SOTELO 10,RESTAURANTES,1510,0,2,3354.75,,
862,2011,01/07/2019,31/12/2019,168.92,25,92,N,5,0,0,0,,,BAR TERRAZA SOTELO 10,RESTAURANTES,1510,0,2,3354.75,,
865,2011,01/01/2019,31/12/2019,21.96,9,22,N,2,1,0,2,,,CAFETERIA RIPOLL,"BARES, CAFETERIAS, DISCOTECAS",4375,6,4,656.16,38.35582,-0.47900
867,2011,01/03/2019,30/11/2019,24.00,6,24,N,4,0,0,0,,,BAR ABREVADERO,"BARES, CAFETERIAS, DISCOTECAS",1780,4,4,537.84,38.16612,-0.48168
869,2011,01/01/2019,30/06/2019,50.71,12,42,N,3,2,0,0,,,RESTAURANTE TITO`S,HOSTELERIA Y RESTAURACION,1116,12,4,757.61,38.36222,-0.47435
869,2011,01/07/2019,31/12/2019,50.71,12,42,N,3,2,0,0,,,RESTAURANTE TITO`S,HOSTELERIA Y RESTAURACION,1116,12,4,757.61,38.36222,-0.47435
872,2011,01/01/2019,30/06/2019,9.00,4,12,N,0,1,0,0,,,RINCON HUERTANO 2,"BARES, CAFETERIAS, DISCOTECAS",4795,4,2,178.74,38.34426,-0.48391
872,2011,01/07/2019,31/12/2019,9.00,4,12,N,0,1,0,0,,,RINCON HUERTANO 2,"BARES, CAFETERIAS, DISCOTECAS",4795,4,2,178.74,38.34426,-0.48391
911,2012,01/01/2019,31/12/2019,11.12,7,15,N,0,2,0,0,,,BAR CERVECERIA EL LLAGOSTI,BARES,5255,15,3,386.98,,
921,2012,01/01/2019,30/04/2019,16.50,5,20,N,3,0,0,0,,,CERVECERIA RESTAURANTE SOCAIRE,HOSTELERIA Y RESTAURACION,4955,26,4,164.34,38.34280,-0.48681
921,2012,01/09/2019,31/12/2019,16.50,5,20,N,3,0,0,0,,,CERVECERIA RESTAURANTE SOCAIRE,HOSTELERIA Y RESTAURACION,4955,26,4,164.34,38.34280,-0.48681
930,2012,01/01/2019,30/06/2019,44.75,12,45,N,5,3,0,0,,,EL RINCON DE LA AMISTAD,BARES,2014,1,4,668.57,38.35972,-0.47075
930,2012,01/07/2019,31/12/2019,44.75,12,45,N,5,3,0,0,,,EL RINCON DE LA AMISTAD,BARES,2014,1,4,668.57,38.35972,-0.47075
931,2012,01/01/2019,30/06/2019,5.05,2,5,N,1,0,0,0,,,BAR ERNESTO,"BARES, CAFETERIAS, DISCOTECAS",2785,11,4,75.45,38.36027,-0.47943
931,2012,01/07/2019,31/12/2019,5.05,2,5,N,1,0,0,0,,,BAR ERNESTO,"BARES, CAFETERIAS, DISCOTECAS",2785,11,4,75.45,38.36027,-0.47943
946,2012,01/01/2019,31/12/2019,13.72,4,16,N,1,0,0,0,,,BAR CAFETERIA THE GLOBE,"BARES, CAFETERIAS, DISCOTECAS",1835,17,4,409.95,38.34531,-0.48546
950,2012,01/01/2019,31/12/2019,32.08,8,32,N,4,0,0,0,,,BAR YE,"BARES, CAFETERIAS, DISCOTECAS",3020,18,1,1601.43,38.34500,-0.49395
951,2012,01/08/2019,31/12/2019,48.00,12,48,N,2,0,0,0,,,RESTAURANTE DAVI`S,HOSTELERIA Y RESTAURACION,371,45,4,597.60,38.33856,-0.51061
952,2012,01/01/2019,30/06/2019,18.05,10,20,N,3,1,0,0,,,RESTAURANTE PESCA AL PESO,HOSTELERIA Y RESTAURACION,3985,22,4,269.67,38.34505,-0.48204
952,2012,01/07/2019,31/12/2019,18.05,10,20,N,3,1,0,0,,,RESTAURANTE PESCA AL PESO,HOSTELERIA Y RESTAURACION,3985,22,4,269.67,38.34505,-0.48204
953,2012,01/01/2019,30/06/2019,8.17,2,8,N,,1,0,0,,,RESTAURANTE TASCA GRANAINA,BARES,5255,12,3,142.16,38.34408,-0.48443
953,2012,01/07/2019,31/12/2019,8.17,2,8,N,,1,0,0,,,RESTAURANTE TASCA GRANAINA,BARES,5255,12,3,142.16,38.34408,-0.48443
955,2012,01/01/2019,31/03/2019,8.00,2,8,N,1,0,0,0,,,BAR PARIS,BARES,4860,4,4,59.76,,
955,2012,01/04/2019,30/09/2019,16.00,4,16,N,1,0,0,0,,,BAR PARIS,BARES,4860,4,4,239.04,,
955,2012,01/10/2019,31/12/2019,8.00,2,8,N,1,0,0,0,,,BAR PARIS,BARES,4860,4,4,59.76,,
956,2012,01/01/2019,31/12/2019,10.40,2,8,N,2,0,0,0,,,CAFETERIA CERVECERIA JOSE MARIA,"BARES, CAFETERIAS, DISCOTECAS",1015,14,2,413.09,38.34180,-0.49334
964,2012,01/01/2019,30/06/2019,31.20,8,32,N,2,2,0,0,,,BAR CAFETERIA RED CORNER,"BARES, CAFETERIAS, DISCOTECAS",505,2,4,466.13,38.34519,-0.48707
969,2012,01/01/2019,30/06/2019,27.04,8,27,N,2,0,0,0,,,CERVECERIA HAMBURGUESERIA GIGANTE COLIN,"BARES, CAFETERIAS, DISCOTECAS",3435,5,4,403.98,38.36586,-0.49744
969,2012,01/07/2019,31/12/2019,27.04,8,27,N,2,0,0,0,,,CERVECERIA HAMBURGUESERIA GIGANTE COLIN,"BARES, CAFETERIAS, DISCOTECAS",3435,5,4,403.98,38.36586,-0.49744
971,2012,01/01/2019,30/06/2019,9.90,3,9,N,2,0,0,0,,,CAFETERIA EL DESAYUNO,"BARES, CAFETERIAS, DISCOTECAS",5935,2,4,147.91,,
973,2012,01/01/2019,30/06/2019,16.15,4,16,N,0,0,0,0,,,RESTAURANTE EL SULTAN,HOSTELERIA Y RESTAURACION,2370,11,2,320.74,38.34212,-0.48813
975,2012,01/01/2019,30/06/2019,9.70,3,10,N,2,,0,0,,,PUB  FALCONS DIRECT,"BARES, CAFETERIAS, DISCOTECAS",529,6,4,144.92,38.34142,-0.50889
977,2012,01/01/2019,30/06/2019,29.75,7,28,N,3,,0,0,,,CAFE NUTZ,"BARES, CAFETERIAS, DISCOTECAS",4000,48,2,590.84,38.34736,-0.48450
977,2012,01/07/2019,31/12/2019,29.75,7,28,N,3,,0,0,,,CAFE NUTZ,"BARES, CAFETERIAS, DISCOTECAS",4000,48,2,590.84,38.34736,-0.48450
981,2012,01/05/2019,30/09/2019,6.02,2,6,N,0,0,0,0,,,HORCHATERIA AZUL,HELADERIAS,1495,38,2,99.63,38.35071,-0.48532
984,2012,01/07/2019,31/12/2019,16.00,4,16,N,0,0,0,0,,,RESTAURANTE EL ROMANO,HOSTELERIA Y RESTAURACION,2356,12,4,239.04,38.36492,-0.47173
986,2012,01/01/2019,30/06/2019,24.80,8,24,N,3,3,0,0,,,CERVECERIA PORTABELLA,"BARES, CAFETERIAS, DISCOTECAS",4595,17,2,492.53,38.34424,-0.49214
986,2012,01/07/2019,31/10/2019,24.80,8,24,N,3,3,0,0,,,CERVECERIA PORTABELLA,"BARES, CAFETERIAS, DISCOTECAS",4595,17,2,328.35,38.34424,-0.49214
1013,2013,01/01/2019,31/05/2019,34.51,7,34,N,4,0,0,0,,,BAR LUNA,"BARES, CAFETERIAS, DISCOTECAS",2755,3,4,429.65,38.35935,-0.47711
1013,2013,01/09/2019,31/12/2019,34.51,7,34,N,4,0,0,0,,,BAR LUNA,"BARES, CAFETERIAS, DISCOTECAS",2755,3,4,343.72,38.35935,-0.47711
1014,2013,01/01/2019,30/06/2019,7.33,3,7,N,0,0,0,0,,,HORNO RAFELET,"BARES, CAFETERIAS, DISCOTECAS",3990,6,4,109.51,,
1014,2013,01/07/2019,31/12/2019,7.33,3,7,N,0,0,0,0,,,HORNO RAFELET,"BARES, CAFETERIAS, DISCOTECAS",3990,6,4,109.51,,
1021,2013,01/01/2019,30/09/2019,6.10,3,8,N,0,0,0,0,,,HORNO RAFELET SAN VICENTE,"BARES, CAFETERIAS, DISCOTECAS",5435,21,2,181.72,38.34934,-0.48498
1021,2013,01/10/2019,31/12/2019,6.10,3,8,N,0,0,0,0,,"0,65 m. diámetro",HORNO RAFELET SAN VICENTE,"BARES, CAFETERIAS, DISCOTECAS",5435,21,2,60.57,38.34934,-0.48498
1022,2013,01/01/2019,31/08/2019,4.30,3,6,N,,,0,0,,,MESON LABRADORES,HOSTELERIA Y RESTAURACION,3090,19,4,85.66,38.34630,-0.48348
1024,2013,01/01/2019,30/06/2019,4.30,2,4,N,1,,0,0,,"0,60 metros de lado",BAR DE GRANADA,"BARES, CAFETERIAS, DISCOTECAS",4450,37,4,64.24,38.34157,-0.50001
1024,2013,01/07/2019,31/12/2019,4.30,2,4,N,1,,0,0,,"0,60 metros de lado",BAR DE GRANADA,"BARES, CAFETERIAS, DISCOTECAS",4450,37,4,64.24,38.34157,-0.50001
1026,2013,16/04/2019,30/09/2019,7.60,5,9,N,0,0,0,0,,,CHICAGO CAFE,"BARES, CAFETERIAS, DISCOTECAS",1005,7,4,113.54,38.34230,-0.49848
1028,2013,01/07/2019,31/12/2019,15.74,5,20,N,0,0,0,0,,,DISCO PUB BACHATA,"BARES, CAFETERIAS, DISCOTECAS",3885,7,4,235.16,38.35830,-0.47789
1031,2013,01/01/2019,30/06/2019,17.00,5,15,N,,,0,0,,,CERVECERIA CAFETERIA CRUZ BLANCA,"BARES, CAFETERIAS, DISCOTECAS",2885,52,4,253.98,,
1031,2013,01/07/2019,31/12/2019,17.00,5,15,N,,,0,0,,,CERVECERIA CAFETERIA CRUZ BLANCA,"BARES, CAFETERIAS, DISCOTECAS",2885,52,4,253.98,,
1032,2013,01/01/2019,30/06/2019,24.00,8,32,N,1,2,0,0,,,BAR LA HISTORIA PLAZA SAN CRISTOBAL,"BARES, CAFETERIAS, DISCOTECAS",5520,7,4,358.56,38.34692,-0.48371
1037,2013,01/01/2019,30/04/2019,24.00,7,24,N,2,1,1,0,,,RESTAURANTE LA BARRITA DE SANTA MARIA,HOSTELERIA Y RESTAURACION,5480,2,4,239.04,,
1037,2013,01/05/2019,31/08/2019,24.00,7,24,N,2,1,1,0,,,RESTAURANTE LA BARRITA DE SANTA MARIA,HOSTELERIA Y RESTAURACION,5480,2,4,239.04,,
1037,2013,01/09/2019,31/12/2019,24.00,7,24,N,2,1,1,0,,,RESTAURANTE LA BARRITA DE SANTA MARIA,HOSTELERIA Y RESTAURACION,5480,2,4,239.04,,
1038,2013,01/01/2019,31/12/2019,9.60,8,16,N,0,0,0,0,,,RESTAURANTE ONE ONE,RESTAURANTES,5510,1,4,286.85,38.34293,-0.48580
1040,2013,01/01/2019,31/12/2019,3.54,3,6,N,0,0,0,0,,,RESTAURANTE KEBAP LA PLAZA,HOSTELERIA Y RESTAURACION,4195,13,4,105.78,38.34081,-0.49857
1044,2013,01/01/2019,31/12/2019,18.15,8,30,N,0,0,0,0,,,PUB DELUXE ALICANTE,"BARES, CAFETERIAS, DISCOTECAS",5535,2,4,542.32,,
1047,2013,01/01/2019,30/06/2019,38.24,9,34,N,4,0,0,0,,,CERVECERIA NOU SAN BLAI 2,"BARES, CAFETERIAS, DISCOTECAS",1757,1,4,571.31,38.35734,-0.50274
1047,2013,01/07/2019,31/12/2019,38.24,9,34,N,4,0,0,0,,,CERVECERIA NOU SAN BLAI 2,"BARES, CAFETERIAS, DISCOTECAS",1757,1,4,571.31,38.35734,-0.50274
1051,2013,01/01/2019,31/07/2019,7.80,3,9,N,2,0,0,0,,,CAFE WORK,"BARES, CAFETERIAS, DISCOTECAS",4305,24,4,135.95,38.34818,-0.48855
1051,2013,01/08/2019,31/12/2019,7.80,3,9,N,2,0,0,0,,,CAFE WORK,"BARES, CAFETERIAS, DISCOTECAS",4305,24,4,97.11,38.34818,-0.48855
1054,2013,01/01/2019,30/06/2019,12.82,5,16,N,1,0,0,0,,,CAFETERIA TEN 10,"BARES, CAFETERIAS, DISCOTECAS",1835,25,4,191.53,38.34572,-0.48565
1054,2013,23/08/2019,31/12/2019,12.82,5,16,N,1,0,0,0,,,CAFETERIA TEN 10,"BARES, CAFETERIAS, DISCOTECAS",1835,25,4,159.61,38.34572,-0.48565
1056,2013,01/01/2019,30/04/2019,24.00,6,24,N,,,0,0,,,BAR LA LONJA DE ANDRINO,"BARES, CAFETERIAS, DISCOTECAS",3978,2,4,239.04,38.36742,-0.42834
1056,2013,01/05/2019,30/06/2019,44.50,11,44,N,2,,0,0,,,BAR LA LONJA DE ANDRINO,"BARES, CAFETERIAS, DISCOTECAS",3978,2,4,221.61,38.36742,-0.42834
1057,2013,01/01/2019,30/06/2019,16.00,4,16,N,1,0,0,0,,,CAFE BAR PUB THE GLOBE,"BARES, CAFETERIAS, DISCOTECAS",5520,7,4,239.04,38.34692,-0.48371
1071,2013,01/01/2019,31/07/2019,2.80,2,4,N,0,0,0,0,,,PUB EL SENTIO,PUB,3090,24,4,48.80,38.34642,-0.48345
1075,2013,01/01/2019,31/05/2019,12.00,5,19,N,1,1,0,0,,,BAR VINO Y MAS,"BARES, CAFETERIAS, DISCOTECAS",5255,32,3,174.00,38.34387,-0.48582
1075,2013,19/07/2019,31/12/2019,4.57,4,8,N,0,0,0,0,,,BAR VINO Y MAS,"BARES, CAFETERIAS, DISCOTECAS",5255,32,3,79.52,38.34387,-0.48582
1078,2013,01/01/2019,31/05/2019,8.41,5,10,N,0,0,0,0,,,BAR GARFIELD,"BARES, CAFETERIAS, DISCOTECAS",2835,14,4,104.70,38.35773,-0.48533
1078,2013,01/06/2019,31/12/2019,8.41,5,10,N,0,0,0,0,,,BAR GARFIELD,"BARES, CAFETERIAS, DISCOTECAS",2835,14,4,146.59,38.35773,-0.48533
1082,2013,01/01/2019,31/07/2019,4.68,2,4,N,0,0,0,0,,,CERVECERIA LA TABERNA DE FRAN,"BARES, CAFETERIAS, DISCOTECAS",5190,19,4,81.57,38.34174,-0.49972
1082,2013,09/08/2019,31/12/2019,4.68,2,4,N,0,0,0,0,,"0,60 x 0,60 m.",CERVECERIA LA TABERNA DE FRAN,"BARES, CAFETERIAS, DISCOTECAS",5190,19,4,58.27,38.34174,-0.49972
1084,2013,01/01/2019,31/07/2019,18.24,7,15,N,2,0,0,0,,,BAR CAFETERIA SAHARA,"BARES, CAFETERIAS, DISCOTECAS",2290,6,4,317.92,38.36560,-0.49609
1084,2013,01/08/2019,31/12/2019,18.24,7,15,N,2,0,0,0,,,BAR CAFETERIA SAHARA,"BARES, CAFETERIAS, DISCOTECAS",2290,6,4,227.09,38.36560,-0.49609
1087,2013,01/01/2019,28/02/2019,18.00,4,14,N,2,0,0,0,,,BAR CAFETERIA  ALTAMIRA 4,"BARES, CAFETERIAS, DISCOTECAS",4550,8,4,89.64,38.34408,-0.51280
1087,2013,01/03/2019,30/04/2019,18.00,4,14,N,2,0,0,0,,,BAR CAFETERIA  ALTAMIRA 4,"BARES, CAFETERIAS, DISCOTECAS",4550,8,4,89.64,38.34408,-0.51280
1087,2013,01/05/2019,30/06/2019,39.31,8,30,N,3,0,0,0,,,BAR CAFETERIA  ALTAMIRA 4,"BARES, CAFETERIAS, DISCOTECAS",4550,8,4,195.76,38.34408,-0.51280
1087,2013,01/07/2019,31/10/2019,39.31,8,30,N,3,0,0,0,,,BAR CAFETERIA  ALTAMIRA 4,"BARES, CAFETERIAS, DISCOTECAS",4550,8,4,391.53,38.34408,-0.51280
1087,2013,01/11/2019,31/12/2019,18.00,4,14,N,2,0,0,0,,,BAR CAFETERIA  ALTAMIRA 4,"BARES, CAFETERIAS, DISCOTECAS",4550,8,4,89.64,38.34408,-0.51280
1090,2013,01/03/2019,31/12/2019,56.00,14,56,N,3,0,0,0,,,HELADOS MIQUEL,HELADERIAS,4545,51,4,1394.40,38.36069,-0.47343
1097,2013,01/01/2019,30/06/2019,19.90,5,20,N,3,0,0,0,,,CAFETERIA HELADERIA ANTIU XIXONA,"BARES, CAFETERIAS, DISCOTECAS",4405,3,2,395.21,38.33875,-0.49115
1097,2013,01/07/2019,31/12/2019,19.90,5,20,N,3,0,0,0,,,CAFETERIA HELADERIA ANTIU XIXONA,"BARES, CAFETERIAS, DISCOTECAS",4405,3,2,395.21,38.33875,-0.49115
1099,2013,01/01/2019,30/09/2019,11.89,5,10,N,,,0,0,"11,89",,BAR MENU 5,"BARES, CAFETERIAS, DISCOTECAS",3448,1,5,134.83,38.37330,-0.48672
1099,2013,01/10/2019,31/12/2019,11.89,5,10,N,0,0,0,0,,,BAR MENU 5,"BARES, CAFETERIAS, DISCOTECAS",3448,1,5,44.94,38.37330,-0.48672
1102,2013,01/01/2019,30/06/2019,45.70,11,44,N,0,0,0,0,,,BAR HECOLA,"BARES, CAFETERIAS, DISCOTECAS",5365,52,4,682.76,,
1102,2013,01/07/2019,31/12/2019,45.70,11,44,N,0,0,0,0,,,BAR HECOLA,"BARES, CAFETERIAS, DISCOTECAS",5365,52,4,682.76,,
1105,2013,01/01/2019,30/04/2019,24.04,6,24,N,0,6,1,0,,,VINOS Y RISAS CENTRO,"BARES, CAFETERIAS, DISCOTECAS",5245,42,4,239.44,,
1105,2013,01/05/2019,30/09/2019,24.04,6,24,N,0,6,1,0,,,VINOS Y RISAS CENTRO,"BARES, CAFETERIAS, DISCOTECAS",5245,42,4,299.30,,
1105,2013,01/10/2019,31/12/2019,24.04,6,24,N,0,6,1,0,,,VINOS Y RISAS CENTRO,"BARES, CAFETERIAS, DISCOTECAS",5245,42,4,179.58,,
1107,2013,01/01/2019,31/12/2019,13.26,4,14,N,0,0,0,0,,,RESTAURANTE EL MESON DE ANTORELY,HOSTELERIA Y RESTAURACION,2063,27,4,396.21,,
1114,2013,01/01/2019,30/06/2019,24.00,12,24,N,2,0,0,0,,,RESTAURANTE ACQUA,HOSTELERIA Y RESTAURACION,4222,5,4,358.56,38.36777,-0.41050
1114,2013,01/07/2019,31/12/2019,24.00,12,24,N,2,0,0,0,,,RESTAURANTE ACQUA,HOSTELERIA Y RESTAURACION,4222,5,4,358.56,38.36777,-0.41050
1115,2013,01/01/2019,28/02/2019,53.55,12,48,N,2,,0,0,,,HELADERIA ANTIU XIXONA,"BARES, CAFETERIAS, DISCOTECAS",2700,7,1,445.54,,
1115,2013,01/03/2019,30/04/2019,75.00,24,70,N,4,0,0,0,,,HELADERIA ANTIU XIXONA,"BARES, CAFETERIAS, DISCOTECAS",2700,7,1,624.00,,
1115,2013,01/05/2019,31/08/2019,70.00,24,70,N,4,0,0,0,,,HELADERIA ANTIU XIXONA,"BARES, CAFETERIAS, DISCOTECAS",2700,7,1,1164.80,,
