EXPEDIENTE,ANO_EXPE,AUTORI_D,AUTORI_H,METROS,MESAS,SILLAS,TOLDOS,SOMBRILLAS,ESTUFAS,MENU,JARDINERAS,PEATONES,DIM_MESAS,NOMBRE,DESCRIPCION,CCODVIA,NUMERO,CAT_IAE,PRECIO,LATITUD,LONGITUD
1115,2013,01/09/2019,31/12/2019,70.00,24,70,N,4,0,0,0,,,HELADERIA ANTIU XIXONA,"BARES, CAFETERIAS, DISCOTECAS",2700,7,1,1164.80,,
1131,2013,01/05/2019,30/09/2019,30.00,8,32,N,0,0,0,0,,,HELADERIA LA BARRA DE CESAR ANCA,HELADERIAS,4285,1,4,373.50,38.34287,-0.48500
1134,2013,01/01/2019,30/06/2019,24.00,6,24,N,3,0,0,0,,,BAR EL MESTRE,"BARES, CAFETERIAS, DISCOTECAS",225,2,4,358.56,38.34042,-0.51251
1134,2013,01/07/2019,31/12/2019,24.00,6,24,N,3,0,0,0,,,BAR EL MESTRE,"BARES, CAFETERIAS, DISCOTECAS",225,2,4,358.56,38.34042,-0.51251
1138,2013,01/01/2019,30/06/2019,17.51,5,18,N,2,1,0,0,,,PANADERIA CAFETERIA PANICIA'S,"BARES, CAFETERIAS, DISCOTECAS",4375,7,4,261.60,38.35590,-0.47930
1138,2013,01/07/2019,31/12/2019,17.51,5,18,N,2,1,0,0,,,PANADERIA CAFETERIA PANICIA'S,"BARES, CAFETERIAS, DISCOTECAS",4375,7,4,261.60,38.35590,-0.47930
1139,2013,01/01/2019,30/05/2019,24.00,6,24,N,3,,0,0,,,CERVECERIA RESTAURANTE BONAIRE,"BARES, CAFETERIAS, DISCOTECAS",533,14,4,298.80,38.35875,-0.47588
1139,2013,01/06/2019,30/09/2019,56.00,14,56,N,5,,0,0,,,CERVECERIA RESTAURANTE BONAIRE,"BARES, CAFETERIAS, DISCOTECAS",533,14,4,557.76,38.35875,-0.47588
1139,2013,01/10/2019,31/12/2019,24.00,6,24,N,3,,0,0,,,CERVECERIA RESTAURANTE BONAIRE,"BARES, CAFETERIAS, DISCOTECAS",533,14,4,179.28,38.35875,-0.47588
1141,2013,01/01/2019,30/04/2019,25.57,9,28,N,3,2,0,0,,,BAR CAFETERIA KROKANTE,"BARES, CAFETERIAS, DISCOTECAS",3289,30,4,254.68,,
1141,2013,01/05/2019,31/08/2019,25.57,9,28,N,3,2,0,0,,,BAR CAFETERIA KROKANTE,"BARES, CAFETERIAS, DISCOTECAS",3289,30,4,254.68,,
1141,2013,01/09/2019,31/12/2019,25.57,9,28,N,3,2,0,0,,,BAR CAFETERIA KROKANTE,"BARES, CAFETERIAS, DISCOTECAS",3289,30,4,254.68,,
1145,2013,01/01/2019,31/12/2019,28.00,8,32,N,2,0,0,0,,,CAFETERÍA SANTA MONICA,"BARES, CAFETERIAS, DISCOTECAS",3415,12,4,836.64,38.35129,-0.49610
1149,2013,01/01/2019,30/04/2019,32.18,12,36,N,5,5,0,0,,,CAFE PUB HAVANA CASTAÑOS,"BARES, CAFETERIAS, DISCOTECAS",1835,20,4,320.51,,
1149,2013,01/05/2019,31/08/2019,32.18,12,36,N,5,5,0,0,,,CAFE PUB HAVANA CASTAÑOS,"BARES, CAFETERIAS, DISCOTECAS",1835,20,4,320.51,,
1149,2013,01/09/2019,31/12/2019,32.18,12,36,N,5,5,0,0,,,CAFE PUB HAVANA CASTAÑOS,"BARES, CAFETERIAS, DISCOTECAS",1835,20,4,320.51,,
1154,2013,01/01/2019,31/12/2019,23.40,9,24,N,3,3,0,0,,,RESTAURANTE CACTUS CANTINA,HOSTELERIA Y RESTAURACION,4595,12,2,929.45,38.34470,-0.49144
1156,2013,01/01/2019,28/02/2019,5.61,2,4,N,0,0,0,0,,,BAR RINCON DE LA BRASA,"BARES, CAFETERIAS, DISCOTECAS",4830,12,4,27.94,38.35916,-0.48009
1156,2013,01/01/2019,29/02/2020,5.61,2,4,N,0,0,0,0,,,BAR RINCON DE LA BRASA,"BARES, CAFETERIAS, DISCOTECAS",4830,12,4,27.94,38.35916,-0.48009
1156,2013,01/03/2019,30/06/2019,14.06,5,10,N,0,0,0,0,,,BAR RINCON DE LA BRASA,"BARES, CAFETERIAS, DISCOTECAS",4830,12,4,140.04,38.35916,-0.48009
1156,2013,01/07/2019,31/10/2019,14.06,5,10,N,0,0,0,0,,,BAR RINCON DE LA BRASA,"BARES, CAFETERIAS, DISCOTECAS",4830,12,4,140.04,38.35916,-0.48009
1156,2013,01/11/2019,31/12/2019,5.61,2,4,N,0,0,0,0,,,BAR RINCON DE LA BRASA,"BARES, CAFETERIAS, DISCOTECAS",4830,12,4,27.94,38.35916,-0.48009
1158,2013,01/01/2019,30/04/2019,12.74,5,15,N,2,,0,0,,"0,70 m",BAR CAFETERIA PATRON. Y HERM. SANTA CRUZ,"BARES, CAFETERIAS, DISCOTECAS",5405,12,4,126.89,,
1158,2013,01/05/2019,31/08/2019,12.74,5,15,N,2,,0,0,,"0,70 m",BAR CAFETERIA PATRON. Y HERM. SANTA CRUZ,"BARES, CAFETERIAS, DISCOTECAS",5405,12,4,126.89,,
1158,2013,01/09/2019,31/12/2019,12.74,5,15,N,2,,0,0,,"0,70 m",BAR CAFETERIA PATRON. Y HERM. SANTA CRUZ,"BARES, CAFETERIAS, DISCOTECAS",5405,12,4,126.89,,
1159,2013,01/01/2019,31/12/2019,18.56,7,20,N,3,0,0,0,,,HELADERIA CAFETERIA JIJONENCA,CAFETERIAS,2261,14,4,554.57,38.36792,-0.43426
1166,2013,01/01/2019,30/06/2019,13.50,5,15,N,0,0,0,0,,,CAFETERIA WONG,"BARES, CAFETERIAS, DISCOTECAS",2420,6,1,336.96,38.34059,-0.48775
1166,2013,01/07/2019,31/12/2019,13.50,5,15,N,0,0,0,0,,,CAFETERIA WONG,"BARES, CAFETERIAS, DISCOTECAS",2420,6,1,336.96,38.34059,-0.48775
1172,2014,01/01/2019,31/12/2019,9.63,3,12,N,0,0,0,0,,,BAR RABASA,BARES,2945,34,4,287.74,38.36839,-0.50695
1174,2014,01/01/2019,30/06/2019,16.72,6,21,N,2,1,1,0,,,RESTAURANTE RINCON DEL ALMA,HOSTELERIA Y RESTAURACION,5390,5,4,249.80,38.34599,-0.48273
1174,2014,01/07/2019,31/12/2019,16.72,6,21,N,2,1,1,0,,,RESTAURANTE RINCON DEL ALMA,HOSTELERIA Y RESTAURACION,5390,5,4,249.80,38.34599,-0.48273
1179,2014,01/01/2019,30/06/2019,13.68,8,16,N,,,0,0,,,BAR EL REBUJITO,"BARES, CAFETERIAS, DISCOTECAS",5255,13,3,238.03,38.34399,-0.48443
1179,2014,01/07/2019,31/12/2019,13.68,8,16,N,,,0,0,,,BAR EL REBUJITO,"BARES, CAFETERIAS, DISCOTECAS",5255,13,3,238.03,38.34399,-0.48443
1180,2014,01/01/2019,31/05/2019,12.00,3,12,N,2,,0,0,,,BAR D'ALESSANDRO,"BARES, CAFETERIAS, DISCOTECAS",2980,133,4,149.40,38.36462,-0.48317
1180,2014,01/06/2019,31/10/2019,12.00,3,12,N,2,,0,0,,,BAR D'ALESSANDRO,"BARES, CAFETERIAS, DISCOTECAS",2980,133,4,149.40,38.36462,-0.48317
1185,2014,01/01/2019,31/03/2019,38.94,16,42,N,2,0,0,0,,,CERVECERIA ACAPULCO,"BARES, CAFETERIAS, DISCOTECAS",2700,19,1,485.97,,
1185,2014,01/04/2019,30/04/2019,47.20,22,51,N,2,0,0,0,,,CERVECERIA ACAPULCO,"BARES, CAFETERIAS, DISCOTECAS",2700,19,1,196.35,,
1185,2014,01/05/2019,31/08/2019,47.20,22,51,N,2,0,0,0,,,CERVECERIA ACAPULCO,"BARES, CAFETERIAS, DISCOTECAS",2700,19,1,785.41,,
1185,2014,01/09/2019,30/09/2019,47.20,22,51,N,2,0,0,0,,,CERVECERIA ACAPULCO,"BARES, CAFETERIAS, DISCOTECAS",2700,19,1,196.35,,
1185,2014,01/10/2019,31/12/2019,38.94,16,42,N,2,0,0,0,,,CERVECERIA ACAPULCO,"BARES, CAFETERIAS, DISCOTECAS",2700,19,1,485.97,,
1188,2014,01/01/2019,30/06/2019,51.08,20,44,N,4,2,2,0,,,PUB O`HARA EXPLANADA,PUBS,2700,2,1,1274.96,38.34436,-0.48101
1188,2014,01/07/2019,31/12/2019,51.08,20,44,N,4,2,2,0,,,PUB O`HARA EXPLANADA,PUBS,2700,2,1,1274.96,38.34436,-0.48101
1189,2014,01/01/2019,30/04/2019,24.00,6,24,N,4,,0,0,,"0,70 x 0,70 mts.",BAR TAPAS EL LLOC,"BARES, CAFETERIAS, DISCOTECAS",4222,5,4,239.04,38.36777,-0.41050
1189,2014,01/05/2019,31/08/2019,24.00,6,24,N,4,,0,0,,"0,70 x 0,70 mts.",BAR TAPAS EL LLOC,"BARES, CAFETERIAS, DISCOTECAS",4222,5,4,239.04,38.36777,-0.41050
1189,2014,01/09/2019,31/12/2019,24.00,6,24,N,4,,0,0,,"0,70 x 0,70 mts.",BAR TAPAS EL LLOC,"BARES, CAFETERIAS, DISCOTECAS",4222,5,4,239.04,38.36777,-0.41050
1195,2014,01/01/2019,30/04/2019,27.12,8,28,N,2,,0,0,,,CAFE MI COLOMBIA,"BARES, CAFETERIAS, DISCOTECAS",3020,25,1,451.28,38.34463,-0.49395
1195,2014,01/05/2019,31/08/2019,27.12,8,28,N,2,,0,0,,,CAFE MI COLOMBIA,"BARES, CAFETERIAS, DISCOTECAS",3020,25,1,451.28,38.34463,-0.49395
1195,2014,01/09/2019,31/12/2019,27.12,8,28,N,2,,0,0,,,CAFE MI COLOMBIA,"BARES, CAFETERIAS, DISCOTECAS",3020,25,1,451.28,38.34463,-0.49395
1197,2014,01/01/2019,31/01/2019,28.00,7,28,N,2,3,1,0,,,RESTAURANTE PAK KEBAP,HOSTELERIA Y RESTAURACION,5385,59,4,69.72,38.35893,-0.47846
1198,2014,01/01/2019,30/04/2019,24.00,6,24,N,2,0,0,0,,,CAFETERIA HELADERIA EL CHAFLAN,"BARES, CAFETERIAS, DISCOTECAS",2745,27,4,239.04,38.32775,-0.51536
1198,2014,01/05/2019,31/05/2019,24.00,6,24,N,2,0,0,0,,,CAFETERIA HELADERIA EL CHAFLAN,"BARES, CAFETERIAS, DISCOTECAS",2745,27,4,59.76,38.32775,-0.51536
1198,2014,01/06/2019,31/08/2019,36.00,9,36,N,4,0,0,0,,,CAFETERIA HELADERIA EL CHAFLAN,"BARES, CAFETERIAS, DISCOTECAS",2745,27,4,268.92,38.32775,-0.51536
1198,2014,01/09/2019,30/09/2019,36.00,9,36,N,4,0,0,0,,,CAFETERIA HELADERIA EL CHAFLAN,"BARES, CAFETERIAS, DISCOTECAS",2745,27,4,89.64,38.32775,-0.51536
1198,2014,01/10/2019,31/12/2019,24.00,6,24,N,2,0,0,0,,,CAFETERIA HELADERIA EL CHAFLAN,"BARES, CAFETERIAS, DISCOTECAS",2745,27,4,179.28,38.32775,-0.51536
1199,2014,18/11/2019,31/12/2019,40.00,10,40,N,2,0,0,0,,,NACARA CAFE LOUNGE,"BARES, CAFETERIAS, DISCOTECAS",2546,2,4,199.20,38.36676,-0.42944
1200,2014,01/01/2019,31/12/2019,6.27,3,9,N,0,0,0,0,,,CAFETERIA MERMELADA,"BARES, CAFETERIAS, DISCOTECAS",5405,9,4,187.35,38.34738,-0.48246
1202,2014,01/05/2019,31/08/2019,46.00,12,48,N,4,0,0,0,,,RESTAURANTE FLAMENCOS TAPAS,HOSTELERIA Y RESTAURACION,5520,2,4,458.16,38.34670,-0.48404
1202,2014,01/09/2019,31/12/2019,46.00,12,48,N,4,0,0,0,,,RESTAURANTE FLAMENCOS TAPAS,HOSTELERIA Y RESTAURACION,5520,2,4,458.16,38.34670,-0.48404
1203,2014,01/01/2019,30/04/2019,12.70,3,12,N,1,0,0,0,,,CAFETERIA RUSSKAYA LAUKA,"BARES, CAFETERIAS, DISCOTECAS",1495,33,2,168.15,38.35069,-0.48557
1203,2014,01/05/2019,31/08/2019,12.70,3,12,N,1,0,0,0,,,CAFETERIA RUSSKAYA LAUKA,"BARES, CAFETERIAS, DISCOTECAS",1495,33,2,168.15,38.35069,-0.48557
1203,2014,01/09/2019,31/12/2019,12.70,3,12,N,1,0,0,0,,,CAFETERIA RUSSKAYA LAUKA,"BARES, CAFETERIAS, DISCOTECAS",1495,33,2,168.15,38.35069,-0.48557
1204,2014,01/01/2019,30/06/2019,22.02,12,24,N,2,,0,0,,"0,70 m. cuadradas",RESTAURANTE EL SUQUET,HOSTELERIA Y RESTAURACION,1835,16,4,328.98,38.34485,-0.48512
1204,2014,01/07/2019,31/12/2019,22.02,12,24,N,2,,0,0,,"0,70 m. cuadradas",RESTAURANTE EL SUQUET,HOSTELERIA Y RESTAURACION,1835,16,4,328.98,38.34485,-0.48512
1206,2014,01/01/2019,30/06/2019,8.40,4,8,N,0,0,0,0,,,CAFE BELLS'S,"BARES, CAFETERIAS, DISCOTECAS",3855,80,4,125.50,38.34822,-0.49269
1206,2014,01/07/2019,31/12/2019,8.40,4,8,N,0,0,0,0,,,CAFE BELLS'S,"BARES, CAFETERIAS, DISCOTECAS",3855,80,4,125.50,38.34822,-0.49269
1207,2014,01/01/2019,31/12/2019,12.00,3,12,N,0,0,0,0,,,BAR LA ESCALERETA DEL RABAL,"BARES, CAFETERIAS, DISCOTECAS",5230,9,4,358.56,38.34955,-0.47384
1211,2014,01/01/2019,31/01/2019,13.35,5,13,N,2,0,0,0,,,KEBAP ANDALUZ,"BARES, CAFETERIAS, DISCOTECAS",5571,18,4,33.24,,
1211,2014,01/02/2019,31/12/2019,13.35,5,13,N,2,0,0,0,,,KEBAP ANDALUZ,"BARES, CAFETERIAS, DISCOTECAS",5571,18,4,365.66,,
1215,2014,01/01/2019,30/06/2019,15.50,4,16,N,2,0,0,0,,,CAFE MOYANO,"BARES, CAFETERIAS, DISCOTECAS",5365,22,4,231.57,38.35743,-0.47873
1215,2014,01/07/2019,31/12/2019,15.50,4,16,N,2,0,0,0,,,CAFE MOYANO,"BARES, CAFETERIAS, DISCOTECAS",5365,22,4,231.57,38.35743,-0.47873
1217,2014,01/01/2019,30/06/2019,15.25,9,18,N,2,0,0,0,,,BAR EL SECRETO,"BARES, CAFETERIAS, DISCOTECAS",2021,20,4,227.84,,
1217,2014,01/07/2019,31/12/2019,15.25,9,18,N,2,0,0,0,,,BAR EL SECRETO,"BARES, CAFETERIAS, DISCOTECAS",2021,20,4,227.84,,
1221,2014,01/01/2019,30/06/2019,49.56,12,48,N,3,,0,0,,,RESTAURANTE 100 MONTADITOS,HOSTELERIA Y RESTAURACION,4000,28,2,984.26,,
1221,2014,01/07/2019,31/12/2019,49.56,12,48,N,3,,0,0,,,RESTAURANTE 100 MONTADITOS,HOSTELERIA Y RESTAURACION,4000,28,2,984.26,,
1227,2014,01/01/2019,31/12/2019,20.86,6,24,N,2,0,0,0,,,CAFETERIA DULCE TENTACION,"BARES, CAFETERIAS, DISCOTECAS",2415,44,4,623.30,38.35687,-0.47772
1233,2014,01/01/2019,31/12/2019,17.95,5,18,N,2,2,0,0,,,CERVECERIA LA ZONA,"BARES, CAFETERIAS, DISCOTECAS",1975,22,4,536.35,38.34316,-0.48711
1235,2014,01/01/2019,28/02/2019,13.60,4,16,N,2,0,0,0,,,CAFE AS DE OROS,"BARES, CAFETERIAS, DISCOTECAS",450,137,4,67.73,38.35763,-0.48973
1235,2014,01/03/2019,31/10/2019,23.80,7,28,N,4,0,0,0,,,CAFE AS DE OROS,"BARES, CAFETERIAS, DISCOTECAS",450,137,4,474.10,38.35763,-0.48973
1235,2014,01/11/2019,31/12/2019,13.60,4,16,N,2,0,0,0,,,CAFE AS DE OROS,"BARES, CAFETERIAS, DISCOTECAS",450,137,4,67.73,38.35763,-0.48973
1236,2014,01/01/2019,28/02/2019,36.00,9,36,N,4,2,0,0,,,CANIBAL PUB,PUBS,5920,15,4,179.28,38.34260,-0.48565
1236,2014,01/03/2019,30/04/2019,48.00,12,48,N,4,2,0,0,,,CANIBAL PUB,PUBS,5920,15,4,239.04,38.34260,-0.48565
1236,2014,01/05/2019,31/08/2019,48.00,12,48,N,4,2,0,0,,,CANIBAL PUB,PUBS,5920,15,4,478.08,38.34260,-0.48565
1236,2014,01/09/2019,31/10/2019,48.00,12,48,N,4,2,0,0,,,CANIBAL PUB,PUBS,5920,15,4,239.04,38.34260,-0.48565
1236,2014,01/11/2019,31/12/2019,36.00,9,36,N,4,2,0,0,,,CANIBAL PUB,PUBS,5920,15,4,179.28,38.34260,-0.48565
1243,2014,01/04/2019,30/09/2019,3.52,2,4,N,0,0,0,0,,,HELADERIA SIRVENT,HELADERIAS,4525,8,4,52.59,38.34241,-0.49805
1244,2014,01/01/2019,31/05/2019,12.60,4,14,N,2,0,0,0,,,CERVECERIA CORISCO,"BARES, CAFETERIAS, DISCOTECAS",5220,19,4,156.87,38.35787,-0.47797
1244,2014,01/06/2019,30/06/2019,25.20,8,28,N,2,0,0,0,,,CERVECERIA CORISCO,"BARES, CAFETERIAS, DISCOTECAS",5220,19,4,62.75,38.35787,-0.47797
1244,2014,01/07/2019,31/10/2019,25.20,8,28,N,2,0,0,0,,,CERVECERIA CORISCO,"BARES, CAFETERIAS, DISCOTECAS",5220,19,4,250.99,38.35787,-0.47797
1244,2014,01/11/2019,31/12/2019,12.60,4,14,N,2,0,0,0,,,CERVECERIA CORISCO,"BARES, CAFETERIAS, DISCOTECAS",5220,19,4,62.75,38.35787,-0.47797
1246,2014,01/01/2019,31/12/2019,84.00,21,84,N,5,0,0,0,,,CERVECERIA LA SUREÑA Y 100 MONTADITOS,"BARES, CAFETERIAS, DISCOTECAS",4222,12,4,2509.92,38.37006,-0.41056
1247,2014,01/01/2019,30/06/2019,18.00,5,18,N,2,2,0,0,,,CAFFE BORBONICO,"BARES, CAFETERIAS, DISCOTECAS",2495,4,3,313.20,38.34629,-0.48489
1247,2014,01/07/2019,31/12/2019,18.00,5,18,N,2,2,0,0,,,CAFFE BORBONICO,"BARES, CAFETERIAS, DISCOTECAS",2495,4,3,313.20,38.34629,-0.48489
1249,2014,01/01/2019,30/06/2019,65.65,20,68,N,0,1,0,0,,,BAR LA ROTONDA,"BARES, CAFETERIAS, DISCOTECAS",268,0,4,980.81,,
1249,2014,01/07/2019,31/12/2019,65.65,20,68,N,0,1,0,0,,,BAR LA ROTONDA,"BARES, CAFETERIAS, DISCOTECAS",268,0,4,980.81,,
1254,2014,01/01/2019,31/12/2019,7.82,7,14,N,0,0,0,0,,,CAFETERIA PEQUEÑA LUISA,"BARES, CAFETERIAS, DISCOTECAS",4460,1,3,272.14,38.34284,-0.49030
1255,2014,01/01/2019,30/06/2019,17.00,4,17,N,1,1,0,0,,,BAR CAFETERIA EL 17,"BARES, CAFETERIAS, DISCOTECAS",1835,17,4,253.98,38.34531,-0.48546
1255,2014,01/07/2019,31/12/2019,17.00,4,17,N,1,1,0,0,,,BAR CAFETERIA EL 17,"BARES, CAFETERIAS, DISCOTECAS",1835,17,4,253.98,38.34531,-0.48546
1267,2014,01/01/2019,31/12/2019,6.03,2,8,N,1,0,0,0,,,RESTAURANTE DIVINA PASTORA,RESTAURANTES,4380,36,4,180.18,38.37253,-0.50342
1271,2014,01/01/2019,28/02/2019,24.33,6,24,N,2,0,0,0,,,HORCHATERIA CARMEN,"BARES, CAFETERIAS, DISCOTECAS",3885,5,4,121.16,38.35830,-0.47718
1271,2014,01/03/2019,31/05/2019,47.70,12,48,N,4,0,0,0,,,HORCHATERIA CARMEN,"BARES, CAFETERIAS, DISCOTECAS",3885,5,4,356.32,38.35830,-0.47718
1271,2014,01/06/2019,30/06/2019,55.72,18,50,N,6,0,0,0,,,HORCHATERIA CARMEN,"BARES, CAFETERIAS, DISCOTECAS",3885,5,4,138.74,38.35830,-0.47718
1271,2014,01/07/2019,30/09/2019,55.72,18,50,N,6,2,0,0,,,HORCHATERIA CARMEN,"BARES, CAFETERIAS, DISCOTECAS",3885,5,4,416.23,38.35830,-0.47718
1271,2014,01/10/2019,31/10/2019,55.72,18,50,N,6,0,0,0,,,HORCHATERIA CARMEN,"BARES, CAFETERIAS, DISCOTECAS",3885,5,4,138.74,38.35830,-0.47718
1271,2014,01/11/2019,31/12/2019,24.33,6,24,N,2,0,0,0,,,HORCHATERIA CARMEN,"BARES, CAFETERIAS, DISCOTECAS",3885,5,4,121.16,38.35830,-0.47718
1274,2014,01/07/2019,31/12/2019,29.15,10,32,N,2,2,2,0,,,TABERNA TRIANA,"BARES, CAFETERIAS, DISCOTECAS",4653,4,4,435.50,38.36463,-0.46977
1277,2014,07/01/2019,30/04/2019,18.04,5,20,N,0,0,0,0,,,DANIELA'S BAR,"BARES, CAFETERIAS, DISCOTECAS",1576,12,4,179.68,38.36460,-0.44144
1277,2014,01/05/2019,31/08/2019,18.04,5,20,N,0,0,0,0,,,DANIELA'S BAR,"BARES, CAFETERIAS, DISCOTECAS",1576,12,4,179.68,38.36460,-0.44144
1277,2014,01/09/2019,31/12/2019,18.04,5,20,N,0,0,0,0,,,DANIELA'S BAR,"BARES, CAFETERIAS, DISCOTECAS",1576,12,4,179.68,38.36460,-0.44144
1278,2014,01/01/2019,31/12/2019,19.13,6,24,N,1,0,1,0,,,CAFETERIA PIZZATALIA,"BARES, CAFETERIAS, DISCOTECAS",5290,8,4,571.60,38.34549,-0.48591
1296,2014,01/01/2019,31/12/2019,6.80,2,8,N,2,0,0,0,,,CAFETERIA DULCE CAFE,"BARES, CAFETERIAS, DISCOTECAS",450,11,4,203.18,38.35293,-0.48620
1297,2014,01/01/2019,30/04/2019,25.20,6,24,N,0,0,0,0,,,HELADERIA BLANCO Y NEGRO,"BARES, CAFETERIAS, DISCOTECAS",1576,12,4,250.99,38.36460,-0.44144
1297,2014,01/05/2019,31/08/2019,25.20,6,24,N,0,0,0,0,,,HELADERIA BLANCO Y NEGRO,"BARES, CAFETERIAS, DISCOTECAS",1576,12,4,250.99,38.36460,-0.44144
1297,2014,01/09/2019,31/12/2019,25.20,6,24,N,0,0,0,0,,,HELADERIA BLANCO Y NEGRO,"BARES, CAFETERIAS, DISCOTECAS",1576,12,4,250.99,38.36460,-0.44144
1298,2014,01/01/2019,30/06/2019,38.00,9,36,N,4,0,0,0,"4,50 m. - 1,00 m.",,TGB (THE GOOD BURGER),BARES,3740,7,1,948.48,38.34548,-0.49091
1302,2014,01/01/2019,30/04/2019,12.19,4,16,N,1,0,0,0,,,CAFETERIA KOALA,"BARES, CAFETERIAS, DISCOTECAS",3182,7,4,121.41,38.36121,-0.49452
1302,2014,01/09/2019,31/12/2019,12.19,4,16,N,1,0,0,0,,,CAFETERIA KOALA,"BARES, CAFETERIAS, DISCOTECAS",3182,7,4,121.41,38.36121,-0.49452
1304,2014,01/01/2019,30/06/2019,27.36,8,24,N,3,0,3,11,,,CAFETERIA PANADERIA GRANIER,"BARES, CAFETERIAS, DISCOTECAS",2650,3,2,543.37,38.35136,-0.48542
1304,2014,01/07/2019,31/12/2019,27.36,8,24,N,3,0,3,11,,,CAFETERIA PANADERIA GRANIER,"BARES, CAFETERIAS, DISCOTECAS",2650,3,2,543.37,38.35136,-0.48542
1305,2014,01/01/2019,30/06/2019,8.96,4,12,N,0,0,0,0,,,RESTAURANTE CAFETERIA EL DRAGON ESCAMADO,HOSTELERIA Y RESTAURACION,5690,3,4,133.86,,
1311,2014,01/01/2019,30/04/2019,60.00,15,60,N,3,0,0,0,,,CAFETERIA LA DEHESA EXTREMEÑA,"BARES, CAFETERIAS, DISCOTECAS",4023,30,4,597.60,38.33810,-0.50761
1311,2014,01/05/2019,31/08/2019,60.00,15,60,N,3,0,0,0,,,CAFETERIA LA DEHESA EXTREMEÑA,"BARES, CAFETERIAS, DISCOTECAS",4023,30,4,597.60,38.33810,-0.50761
1311,2014,01/09/2019,31/12/2019,60.00,15,60,N,3,0,0,0,,,CAFETERIA LA DEHESA EXTREMEÑA,"BARES, CAFETERIAS, DISCOTECAS",4023,30,4,597.60,38.33810,-0.50761
1312,2014,01/01/2019,30/06/2019,9.20,3,10,N,1,0,0,0,,,CAFETERIA LA PARAETA,"BARES, CAFETERIAS, DISCOTECAS",810,2,3,160.08,38.34506,-0.48798
1312,2014,01/07/2019,31/12/2019,9.20,3,10,N,1,0,0,0,,,CAFETERIA LA PARAETA,"BARES, CAFETERIAS, DISCOTECAS",810,2,3,160.08,38.34506,-0.48798
1318,2014,01/01/2019,30/06/2019,15.12,4,16,N,0,0,0,0,,,LLORENTE'S COFFEE,"BARES, CAFETERIAS, DISCOTECAS",4289,9,4,225.89,38.36133,-0.48956
1318,2014,01/07/2019,31/12/2019,15.12,4,16,N,0,0,0,0,,,LLORENTE'S COFFEE,"BARES, CAFETERIAS, DISCOTECAS",4289,9,4,225.89,38.36133,-0.48956
1323,2014,01/01/2019,30/06/2019,47.87,8,32,N,6,4,0,0,,,RESTAURANTE SINGULAR MANERO,"BARES, CAFETERIAS, DISCOTECAS",5140,0,4,715.18,,
1323,2014,01/07/2019,12/10/2019,47.87,8,32,N,6,4,0,0,,,RESTAURANTE SINGULAR MANERO,"BARES, CAFETERIAS, DISCOTECAS",5140,0,4,476.79,,
1323,2014,01/11/2019,31/12/2019,47.87,8,32,N,6,4,0,0,,,RESTAURANTE SINGULAR MANERO,"BARES, CAFETERIAS, DISCOTECAS",5140,0,4,238.39,,
1326,2014,01/01/2019,30/06/2019,27.24,7,24,N,2,,1,0,,,CAFETERIA MONSTER PARK,"BARES, CAFETERIAS, DISCOTECAS",4653,16,4,406.97,38.36273,-0.46717
1326,2014,01/07/2019,31/12/2019,27.24,7,24,N,2,,1,0,,,CAFETERIA MONSTER PARK,"BARES, CAFETERIAS, DISCOTECAS",4653,16,4,406.97,38.36273,-0.46717
1335,2014,01/01/2019,30/06/2019,16.75,12,22,N,2,0,1,0,,,HELADERIA AMORINO,"BARES, CAFETERIAS, DISCOTECAS",4000,10,2,332.66,38.34452,-0.48316
1335,2014,01/07/2019,31/12/2019,16.75,12,22,N,2,0,1,0,,,HELADERIA AMORINO,"BARES, CAFETERIAS, DISCOTECAS",4000,10,2,332.66,38.34452,-0.48316
1339,2014,01/01/2019,30/04/2019,78.50,19,76,N,8,0,0,0,,"0,70 x 0,70 m.",BAR CAFETERIA MERCADO PROVENZAL,"BARES, CAFETERIAS, DISCOTECAS",3740,15,1,1306.24,38.34656,-0.49058
1339,2014,01/05/2019,31/08/2019,78.50,19,76,N,8,0,0,0,,"0,70 x 0,70 m.",BAR CAFETERIA MERCADO PROVENZAL,"BARES, CAFETERIAS, DISCOTECAS",3740,15,1,1306.24,38.34656,-0.49058
1339,2014,01/09/2019,31/12/2019,78.50,19,76,N,8,0,0,0,,"0,70 x 0,70 m.",BAR CAFETERIA MERCADO PROVENZAL,"BARES, CAFETERIAS, DISCOTECAS",3740,15,1,1306.24,38.34656,-0.49058
1346,2014,01/01/2019,31/05/2019,28.00,10,20,N,3,0,0,0,,,RESTAURANTE BUFET SUSHI YING,HOSTELERIA Y RESTAURACION,345,4,4,348.60,38.36677,-0.47089
1346,2014,01/10/2019,31/12/2019,28.00,10,20,N,3,,0,0,,,RESTAURANTE BUFET SUSHI YING,HOSTELERIA Y RESTAURACION,345,4,4,209.16,38.36677,-0.47089
1351,2014,01/01/2019,30/04/2019,42.00,11,42,N,4,0,0,0,,,CAFETERIA LA VIÑA,"BARES, CAFETERIAS, DISCOTECAS",3888,0,4,418.32,,
1351,2014,01/05/2019,31/08/2019,42.00,11,42,N,4,0,0,0,,,CAFETERIA LA VIÑA,"BARES, CAFETERIAS, DISCOTECAS",3888,0,4,418.32,,
